entity,question,answer,baseline
Democracy,What is the term for a system where citizens vote directly on laws?,['Direct Democracy'],1
Democracy,What is the term for a democracy where citizens elect representatives to make decisions on their behalf?,['Representative Democracy'],1
Democracy,Which U.S. document begins with the phrase 'We the People'?,['The U.S. Constitution'],0
Democracy,What is the process of removing an elected official from office before their term ends?,['Impeachment'],0
Democracy,Which philosopher famously criticized democracy as 'mob rule'?,['Plato'],0
Democracy,What is the term for a system where power is divided among multiple branches of government?,['Separation of Powers'],0
Democracy,Which democratic principle ensures that no one is above the law?,['Rule of Law'],0
Democracy,What is the term for a democracy where power is divided between a central government and smaller political units?,['Federal Democracy'],0
Democracy,What is the name of the political system where citizens vote for laws and policies directly?,['Direct Democracy'],0
Democracy,What type of democracy is used in the United States?,['Representative Democracy'],1
Democracy,Which document outlines the fundamental rights of citizens in a democracy?,['Constitution'],0
Democracy,"What is the term for a political system where a single party controls the government, but elections are held?",['Illiberal Democracy'],0
Democracy,Which European country has one of the oldest continuous democracies?,['Switzerland'],0
Democracy,"Which U.S. president famously stated, 'Government of the people, by the people, for the people'?",['Abraham Lincoln'],1
Democracy,What is the process called where citizens can propose new laws through petitions?,['Referendum'],0
Democracy,What is the main difference between a democracy and an autocracy?,"['People have power in a democracy; in an autocracy, power is held by one person']",0
Democracy,Which philosopher wrote extensively on democracy in 'On Liberty'?,['John Stuart Mill'],0
Democracy,What is the process by which citizens vote to reject or approve a law passed by the legislature?,['Referendum'],1
Democracy,What is the role of a constitution in a democracy?,['Defines rights and limits government power'],0
Democracy,Which term describes a situation where majority rule ignores the rights of minorities?,['Tyranny of the Majority'],1
Democracy,What is the role of the judiciary in a democracy?,['Interpreting laws and ensuring constitutional compliance'],0
Democracy,What is the term for a political system where citizens participate in decision-making through elected officials?,['Representative Democracy'],1
Democracy,What is the term for the manipulation of electoral district boundaries to favor one party?,['Gerrymandering'],1
Democracy,Which international organization promotes democracy and human rights worldwide?,['United Nations'],0
Democracy,Which country is known for having one of the longest-standing parliamentary democracies?,['United Kingdom'],0
Democracy,Which principle prevents any one branch of government from becoming too powerful?,['Checks and Balances'],0
Democracy,"What is the term for an electoral system where the candidate with the most votes wins, regardless of percentage?",['First-Past-the-Post'],0
Democracy,What is the primary purpose of a democratic election?,['To choose representatives'],0
Democracy,Which democratic system allows multiple political parties to compete in elections?,['Multi-Party System'],1
Democracy,What is the term for a system where citizens vote for both a president and a legislature?,['Presidential System'],0
Democracy,Which democracy-based index ranks countries on their level of democratic governance?,['Democracy Index'],0
Democracy,What is the role of political parties in a democracy?,['To represent different interests and compete in elections'],0
Democracy,Which event is often considered the beginning of modern democracy?,['The American Revolution'],0
Democracy,What is the term for a voting system where citizens rank candidates in order of preference?,['Ranked Choice Voting'],0
Democracy,Which country was the first to grant women the right to vote?,['New Zealand'],1
Democracy,What is the term for an elected leader abusing their power while still maintaining democratic processes?,['Electoral Autocracy'],0
Democracy,Which document protects the individual freedoms of citizens in a democracy?,['Bill of Rights'],1
Democracy,Which principle allows citizens to challenge government decisions through legal action?,['Judicial Review'],0
Democracy,What is the term for a democratic government that is also a monarchy?,['Constitutional Monarchy'],0
Democracy,Which form of democracy relies on public debate and consensus for decision-making?,['Deliberative Democracy'],0
Democracy,What is the key feature of a democratic society?,['Freedom of speech'],0
Democracy,Which document guarantees basic human rights and democratic governance principles globally?,['Universal Declaration of Human Rights'],0
Democracy,What is the term for a situation where the democratic process is undermined by electoral fraud?,['Electoral Corruption'],1
Democracy,Which democratic principle allows government officials to be removed by popular vote?,['Recall Elections'],0
Democracy,What is the term for political engagement where citizens participate in protests and activism?,['Civil Disobedience'],0
Democracy,What is the main responsibility of citizens in a democracy?,['Voting and civic participation'],0
2009 Copenhagen Climate Summit (COP15),What was the main objective of the 2009 Copenhagen Climate Summit?,['To establish a global climate agreement'],0
2009 Copenhagen Climate Summit (COP15),Which city hosted the 2009 United Nations Climate Change Conference?,['Copenhagen'],1
2009 Copenhagen Climate Summit (COP15),What was the official name of the 2009 Copenhagen Climate Summit?,['COP15'],0
2009 Copenhagen Climate Summit (COP15),Which international organization was responsible for organizing COP15?,['United Nations Framework Convention on Climate Change (UNFCCC)'],0
2009 Copenhagen Climate Summit (COP15),Which major agreement was expected but failed to be finalized at COP15?,['A legally binding successor to the Kyoto Protocol'],0
2009 Copenhagen Climate Summit (COP15),Which country was criticized for obstructing negotiations at COP15?,['China'],0
2009 Copenhagen Climate Summit (COP15),Which U.S. president attended the Copenhagen Climate Summit in 2009?,['Barack Obama'],1
2009 Copenhagen Climate Summit (COP15),What was one of the biggest criticisms of COP15?,['Lack of a legally binding agreement'],0
2009 Copenhagen Climate Summit (COP15),Which group of nations pushed for stricter emissions reductions at COP15?,['Small Island Developing States (SIDS)'],0
2009 Copenhagen Climate Summit (COP15),What was the name of the unofficial political agreement reached at COP15?,['Copenhagen Accord'],0
2009 Copenhagen Climate Summit (COP15),What global temperature increase limit was widely discussed at COP15?,['2 degrees Celsius'],0
2009 Copenhagen Climate Summit (COP15),Which major European leader played a key role in the negotiations at COP15?,['Angela Merkel'],1
2009 Copenhagen Climate Summit (COP15),Which global climate movement protested against COP15’s lack of strong commitments?,['Climate Justice Now!'],0
2009 Copenhagen Climate Summit (COP15),What was the main financial pledge made at COP15?,['$100 billion annually for climate finance'],0
2009 Copenhagen Climate Summit (COP15),Which major emerging economies played a critical role in shaping the outcomes of COP15?,['BRICS nations'],0
2009 Copenhagen Climate Summit (COP15),Which country’s delegation walked out during negotiations at COP15?,['African nations'],0
2009 Copenhagen Climate Summit (COP15),What was one of the key failures of the Copenhagen Accord?,['It was not legally binding'],0
2009 Copenhagen Climate Summit (COP15),Which scientific panel’s findings were heavily referenced at COP15?,['Intergovernmental Panel on Climate Change (IPCC)'],1
2009 Copenhagen Climate Summit (COP15),Which phrase was frequently used at COP15 to describe the urgency of climate action?,['The defining challenge of our time'],0
2009 Copenhagen Climate Summit (COP15),What was the role of the G77 and China group at COP15?,['Advocating for stronger commitments from developed countries'],0
2009 Copenhagen Climate Summit (COP15),Which activist famously disrupted a meeting at COP15?,['Vandana Shiva'],0
2009 Copenhagen Climate Summit (COP15),Which country committed to significant emissions reductions during COP15 but later weakened its pledge?,['Canada'],0
2009 Copenhagen Climate Summit (COP15),What was the reaction of environmental groups to the outcome of COP15?,['Disappointment and protests'],0
2009 Copenhagen Climate Summit (COP15),What was the main outcome document of COP15?,['Copenhagen Accord'],0
2009 Copenhagen Climate Summit (COP15),Which country was accused of holding secret meetings to influence the COP15 outcome?,['United States'],0
2009 Copenhagen Climate Summit (COP15),What role did indigenous groups play at COP15?,['Advocating for climate justice'],0
2009 Copenhagen Climate Summit (COP15),Which major oil-producing country opposed strong emissions cuts at COP15?,['Saudi Arabia'],0
2009 Copenhagen Climate Summit (COP15),What controversial action did Denmark take against protesters during COP15?,['Mass arrests'],0
2009 Copenhagen Climate Summit (COP15),Which future climate agreement was influenced by the failures of COP15?,['Paris Agreement'],0
2009 Copenhagen Climate Summit (COP15),Which world leader described COP15 as a 'climate failure'?,['Gordon Brown'],0
2009 Copenhagen Climate Summit (COP15),What key concept was missing from the Copenhagen Accord that was later included in the Paris Agreement?,['Legally binding emissions targets'],0
2009 Copenhagen Climate Summit (COP15),Which financial mechanism was promised at COP15 but delayed in implementation?,['Green Climate Fund'],0
2009 Copenhagen Climate Summit (COP15),Which country hosted the next UN climate conference after COP15?,['Mexico (COP16)'],0
2009 Copenhagen Climate Summit (COP15),What climate policy mechanism was widely debated but not agreed upon at COP15?,['Cap and Trade'],0
2009 Copenhagen Climate Summit (COP15),Which major environmental organization declared COP15 a 'historic failure'?,['Greenpeace'],0
2009 Copenhagen Climate Summit (COP15),What commitment did developed countries make regarding climate finance at COP15?,['$100 billion per year by 2020'],0
2009 Copenhagen Climate Summit (COP15),Which country was seen as the biggest winner of COP15 due to its negotiating stance?,['China'],0
2009 Copenhagen Climate Summit (COP15),What was the role of the European Union at COP15?,['Pushing for stronger commitments'],0
2009 Copenhagen Climate Summit (COP15),Which nation was accused of weakening climate ambition by insisting on voluntary commitments?,['United States'],1
2009 Copenhagen Climate Summit (COP15),Which specific climate justice issue did African nations highlight at COP15?,['Historical emissions responsibility'],0
2009 Copenhagen Climate Summit (COP15),Which small island nation issued an emotional plea for urgent action at COP15?,['Maldives'],0
2009 Copenhagen Climate Summit (COP15),What was the main criticism of the Copenhagen Accord's emissions targets?,['They were voluntary'],0
2009 Copenhagen Climate Summit (COP15),What major climate report was released prior to COP15 that influenced negotiations?,['IPCC Fourth Assessment Report'],0
2009 Copenhagen Climate Summit (COP15),Which major global economic group failed to deliver a unified climate pledge at COP15?,['G20'],0
2009 Copenhagen Climate Summit (COP15),What phrase was used to describe the lack of enforceability of the Copenhagen Accord?,['Weak and non-binding'],0
2009 Copenhagen Climate Summit (COP15),Which organization played a key role in tracking the climate finance commitments from COP15?,['OECD'],0
2009 Copenhagen Climate Summit (COP15),What was the key lesson learned from COP15 that influenced future climate summits?,['The need for legally binding commitments'],0
The Passion of the Christ,Who directed *The Passion of the Christ*?,['Mel Gibson'],1
The Passion of the Christ,Which actor played Jesus Christ in *The Passion of the Christ*?,['Jim Caviezel'],0
The Passion of the Christ,What language was primarily spoken in *The Passion of the Christ*?,['Aramaic'],0
The Passion of the Christ,Which Gospel accounts were the main sources for *The Passion of the Christ*?,"['Matthew, Mark, Luke, and John']",0
The Passion of the Christ,What event does *The Passion of the Christ* primarily depict?,"[""The final hours of Jesus' life""]",0
The Passion of the Christ,Which religious leader was depicted as overseeing Jesus' trial in the film?,['Caiaphas'],0
The Passion of the Christ,Which Roman governor sentenced Jesus to death in *The Passion of the Christ*?,['Pontius Pilate'],1
The Passion of the Christ,Which religious group criticized the film for alleged anti-Semitic portrayals?,['Jewish organizations'],0
The Passion of the Christ,"Which actress played Mary, the mother of Jesus, in *The Passion of the Christ*?",['Maia Morgenstern'],0
The Passion of the Christ,Which Gospel phrase was controversially included in the original cut of the film but later removed?,['His blood be on us and on our children'],0
The Passion of the Christ,What was the film’s rating in the United States?,['R'],1
The Passion of the Christ,Which country banned *The Passion of the Christ* due to its graphic violence?,['Saudi Arabia'],0
The Passion of the Christ,What was the approximate box office gross of *The Passion of the Christ*?,['Over $600 million'],0
The Passion of the Christ,Which Christian denomination was most supportive of *The Passion of the Christ*?,['Evangelical Christians'],0
The Passion of the Christ,Which major film studio refused to produce *The Passion of the Christ*?,['20th Century Fox'],0
The Passion of the Christ,What type of filmmaking techniques did Mel Gibson use to enhance realism?,['Practical effects and traditional cinematography'],0
The Passion of the Christ,Which Roman soldier is depicted piercing Jesus' side with a spear?,['Longinus'],0
The Passion of the Christ,Which disciple betrays Jesus in the film?,['Judas Iscariot'],1
The Passion of the Christ,How was *The Passion of the Christ* received by the Vatican?,['Generally supportive'],0
The Passion of the Christ,Which famous film critic gave *The Passion of the Christ* a positive review?,['Roger Ebert'],0
The Passion of the Christ,What does the term 'Passion' refer to in the title of the film?,['The suffering of Jesus'],0
The Passion of the Christ,How long was the theatrical runtime of *The Passion of the Christ*?,['126 minutes'],0
The Passion of the Christ,What cinematic technique was used to depict Satan in the film?,['Androgynous actor with a haunting voice'],0
The Passion of the Christ,Which biblical figure helped Jesus carry the cross in *The Passion of the Christ*?,['Simon of Cyrene'],1
The Passion of the Christ,Which studio distributed *The Passion of the Christ* in the United States?,['Newmarket Films'],0
The Passion of the Christ,What was one of the most common criticisms of *The Passion of the Christ*?,['Excessive violence'],0
The Passion of the Christ,Which major religious leader praised the film for its depiction of Jesus’ suffering?,['Pope John Paul II'],0
The Passion of the Christ,What was the budget for *The Passion of the Christ*?,['Around $30 million'],0
The Passion of the Christ,Which biblical event serves as the film’s opening scene?,['The Agony in the Garden'],0
The Passion of the Christ,Which character tempts Jesus in the Garden of Gethsemane?,['Satan'],0
The Passion of the Christ,Which historical location was used as the primary setting for filming?,['Italy'],0
The Passion of the Christ,Which scene in *The Passion of the Christ* was one of the most graphically violent?,['The scourging of Jesus'],0
The Passion of the Christ,Which prophecy is referenced throughout the film regarding Jesus' suffering?,['Isaiah 53'],0
The Passion of the Christ,What was the name of the production company Mel Gibson used to finance the film?,['Icon Productions'],0
The Passion of the Christ,How did many Jewish groups respond to *The Passion of the Christ*?,['Criticism for alleged anti-Semitism'],0
The Passion of the Christ,Which moment in *The Passion of the Christ* is depicted with slow-motion effects for dramatic impact?,['The nailing of Jesus to the cross'],0
The Passion of the Christ,How does Satan appear in the final moments of *The Passion of the Christ*?,['Screaming in defeat'],0
The Passion of the Christ,What major sequel to *The Passion of the Christ* has been announced?,['The Passion of the Christ: Resurrection'],0
The Passion of the Christ,Which group of critics accused the film of reinforcing anti-Jewish stereotypes?,['The Anti-Defamation League'],0
The Passion of the Christ,Which artistic technique did *The Passion of the Christ* borrow from Renaissance religious paintings?,['Dramatic lighting and chiaroscuro'],0
The Passion of the Christ,Which biblical character washes his hands in the film to symbolize distancing himself from Jesus’ fate?,['Pontius Pilate'],0
The Passion of the Christ,What was a common reaction among Christian audiences to *The Passion of the Christ*?,['Deep emotional impact'],0
The Passion of the Christ,What was the major reason the film was rated R?,['Graphic violence'],0
The Passion of the Christ,Which Christian denomination incorporated *The Passion of the Christ* into religious study programs?,['Evangelicals'],0
The Passion of the Christ,Which scene in *The Passion of the Christ* does not appear in the Bible but was added for dramatic effect?,['Satan carrying a demon baby'],0
The Passion of the Christ,Which famous composer wrote the film’s score?,['John Debney'],0
Pentagon Papers,What were the Pentagon Papers?,['A classified study on U.S. involvement in Vietnam'],0
Pentagon Papers,Who leaked the Pentagon Papers?,['Daniel Ellsberg'],0
Pentagon Papers,Which U.S. newspaper first published the Pentagon Papers?,['The New York Times'],1
Pentagon Papers,In what year were the Pentagon Papers leaked?,['1971'],1
Pentagon Papers,Which U.S. President attempted to block the publication of the Pentagon Papers?,['Richard Nixon'],0
Pentagon Papers,What was the main revelation of the Pentagon Papers?,['The U.S. government had misled the public about the Vietnam War'],0
Pentagon Papers,Which law did the Nixon administration invoke to stop the publication of the Pentagon Papers?,['Espionage Act'],1
Pentagon Papers,Which court ruled on the publication of the Pentagon Papers?,['New York Times Co. v. United States'],0
Pentagon Papers,Which government agency compiled the Pentagon Papers?,['Department of Defense'],0
Pentagon Papers,How many pages were in the full Pentagon Papers document?,"['7,000 pages']",1
Pentagon Papers,Which U.S. President secretly ordered the Pentagon Papers study?,['Lyndon B. Johnson'],0
Pentagon Papers,What was the outcome of the Supreme Court ruling on the Pentagon Papers?,['Allowed publication'],0
Pentagon Papers,Which journalist played a major role in publishing the Pentagon Papers?,['Neil Sheehan'],0
Pentagon Papers,Which newspaper continued publishing the Pentagon Papers after The New York Times was temporarily stopped?,['The Washington Post'],1
Pentagon Papers,What legal argument did the Nixon administration use to block the Pentagon Papers?,['National security threat'],0
Pentagon Papers,Which U.S. government entity was most implicated in the Pentagon Papers?,['Department of Defense'],1
Pentagon Papers,What war was the focus of the Pentagon Papers?,['Vietnam War'],1
Pentagon Papers,Which term describes the Nixon administration’s attempt to stop leaks after the Pentagon Papers?,['The Plumbers'],0
Pentagon Papers,What was Daniel Ellsberg’s job when he leaked the Pentagon Papers?,['Military analyst'],0
Pentagon Papers,Which document did the Pentagon Papers contradict regarding U.S. involvement in Vietnam?,['Gulf of Tonkin Resolution'],0
Pentagon Papers,How did Daniel Ellsberg distribute the Pentagon Papers?,['Secretly copied and gave them to newspapers'],0
Pentagon Papers,Which amendment was at the center of the Supreme Court case regarding the Pentagon Papers?,['First Amendment'],1
Pentagon Papers,Which president was in office when the Pentagon Papers were officially declassified?,['Bill Clinton'],0
Pentagon Papers,What government action against Daniel Ellsberg ultimately failed?,['Espionage charges were dismissed'],0
Pentagon Papers,Which event worsened public trust in government shortly after the Pentagon Papers release?,['Watergate Scandal'],0
Pentagon Papers,Which famous phrase did Nixon use to describe the Pentagon Papers leak?,['A grave national security threat'],0
Pentagon Papers,How did the American public react to the Pentagon Papers?,['Increased opposition to the Vietnam War'],0
Pentagon Papers,What was one major finding of the Pentagon Papers about U.S. policy in Vietnam?,['The war was escalated despite knowing it was unwinnable'],0
Pentagon Papers,Which intelligence agency was revealed to have misled policymakers in the Pentagon Papers?,['CIA'],1
Pentagon Papers,Which famous whistleblower later cited the Pentagon Papers as an inspiration?,['Edward Snowden'],1
Pentagon Papers,Which major U.S. law regarding government transparency was strengthened after the Pentagon Papers?,['Freedom of Information Act'],1
Pentagon Papers,Which military official resigned in protest over the Pentagon Papers findings?,['No one resigned'],0
Pentagon Papers,How did the Pentagon Papers affect U.S. foreign policy?,['Increased skepticism about government war narratives'],0
Pentagon Papers,What key strategy was exposed in the Pentagon Papers regarding the Vietnam War?,['U.S. escalation despite knowing the war was failing'],0
Pentagon Papers,Which foreign country closely followed the Pentagon Papers leak due to its role in the Vietnam War?,['France'],0
Pentagon Papers,Which major magazine also published parts of the Pentagon Papers?,['TIME'],1
Pentagon Papers,What major government oversight did the Pentagon Papers highlight?,['Lack of congressional approval for key war decisions'],0
Pentagon Papers,What was Nixon’s initial reaction to the leak of the Pentagon Papers?,['Privately indifferent but later outraged'],0
Pentagon Papers,How did Daniel Ellsberg avoid prison time?,['Government misconduct led to case dismissal'],0
Pentagon Papers,Which aspect of the Pentagon Papers remains classified to this day?,['Some CIA operations'],0
Pentagon Papers,Which major television network covered the leak extensively?,['CBS'],0
Pentagon Papers,How did Nixon’s attempt to suppress the Pentagon Papers backfire?,['It led to a broader media response'],0
Pentagon Papers,What historical event did the Pentagon Papers reference as influencing Vietnam War policy?,['The Korean War'],0
Pentagon Papers,Which Nixon administration scandal was linked to efforts to prevent leaks like the Pentagon Papers?,['Watergate'],0
Pentagon Papers,What happened to Daniel Ellsberg after the leak?,['He became an activist for government transparency'],0
Pentagon Papers,What was the significance of the Pentagon Papers leak?,['It exposed government deception about the Vietnam War'],0
Pentagon Papers,How did the Pentagon Papers impact public trust in government?,['Eroded trust in official war narratives'],0
WikiLeaks Iraq War Logs,What are the Iraq War Logs?,['A collection of classified U.S. military reports on the Iraq War'],0
WikiLeaks Iraq War Logs,Which organization released the Iraq War Logs?,['WikiLeaks'],0
WikiLeaks Iraq War Logs,In what year were the Iraq War Logs published?,['2010'],1
WikiLeaks Iraq War Logs,"Who was the founder of WikiLeaks, responsible for publishing the Iraq War Logs?",['Julian Assange'],0
WikiLeaks Iraq War Logs,Which whistleblower leaked the Iraq War Logs to WikiLeaks?,['Chelsea Manning'],0
WikiLeaks Iraq War Logs,Approximately how many classified reports were included in the Iraq War Logs?,"['Over 391,000']",0
WikiLeaks Iraq War Logs,What was the main revelation of the Iraq War Logs?,['Evidence of civilian casualties and war crimes'],0
WikiLeaks Iraq War Logs,Which major newspaper helped publish the Iraq War Logs?,['The Guardian'],0
WikiLeaks Iraq War Logs,What was one of the most controversial findings in the Iraq War Logs?,['U.S. forces ignored reports of Iraqi forces torturing detainees'],0
WikiLeaks Iraq War Logs,Which military operation's details were heavily documented in the Iraq War Logs?,['Operation Iraqi Freedom'],0
WikiLeaks Iraq War Logs,What was the U.S. government’s response to the release of the Iraq War Logs?,['Condemnation and claims of national security risk'],0
WikiLeaks Iraq War Logs,Which international organization criticized WikiLeaks for potentially endangering lives with the Iraq War Logs release?,['NATO'],0
WikiLeaks Iraq War Logs,Which legal charges were pursued against Chelsea Manning for leaking the Iraq War Logs?,['Espionage Act violations'],0
WikiLeaks Iraq War Logs,Which U.S. President was in office when the Iraq War Logs were leaked?,['Barack Obama'],0
WikiLeaks Iraq War Logs,What type of information did the Iraq War Logs reveal about civilian casualties?,['Thousands of previously unreported deaths'],0
WikiLeaks Iraq War Logs,What military practice was revealed to have been more common than officially acknowledged in the Iraq War Logs?,['Use of torture and abuse by Iraqi security forces'],0
WikiLeaks Iraq War Logs,Which intelligence agency was implicated in the Iraq War Logs for supporting abusive detention practices?,['U.S. Military Intelligence'],0
WikiLeaks Iraq War Logs,Which video was released by WikiLeaks earlier in 2010 that related to the Iraq War?,['Collateral Murder'],0
WikiLeaks Iraq War Logs,How did the Iraq War Logs affect U.S. diplomatic relations?,['Increased tensions between the U.S. and Iraq'],0
WikiLeaks Iraq War Logs,Which country offered asylum to Julian Assange after the Iraq War Logs release?,['Ecuador'],0
WikiLeaks Iraq War Logs,Which website served as the primary platform for distributing the Iraq War Logs?,['WikiLeaks.org'],0
WikiLeaks Iraq War Logs,What did the U.S. military claim about the potential impact of the Iraq War Logs?,['That they endangered troops and informants'],0
WikiLeaks Iraq War Logs,"Which war tactic, commonly used in Iraq, was highlighted as leading to numerous civilian deaths?",['Airstrikes and checkpoint shootings'],0
WikiLeaks Iraq War Logs,How did Chelsea Manning justify the leak of the Iraq War Logs?,['Belief that the public had a right to know'],0
WikiLeaks Iraq War Logs,What was one of the unintended consequences of the Iraq War Logs release?,['Exposure of informants’ identities'],0
WikiLeaks Iraq War Logs,Which European country was revealed in the Iraq War Logs to have participated in controversial detainee handovers?,['United Kingdom'],1
WikiLeaks Iraq War Logs,Which news organization publicly collaborated with WikiLeaks in analyzing the Iraq War Logs?,['Der Spiegel'],0
WikiLeaks Iraq War Logs,What event in Iraq was revealed to have significantly more civilian casualties than previously reported?,['The Battle of Fallujah'],0
Snowden NSA Leaks,Who leaked classified NSA documents in 2013?,['Edward Snowden'],1
Snowden NSA Leaks,Which organization was primarily responsible for the surveillance programs revealed in the Snowden leaks?,['National Security Agency (NSA)'],1
Snowden NSA Leaks,In what year did Edward Snowden leak NSA documents?,['2013'],1
Snowden NSA Leaks,Which newspaper first published stories based on the Snowden leaks?,['The Guardian'],1
Snowden NSA Leaks,Which country granted Edward Snowden asylum after he leaked NSA documents?,['Russia'],1
Snowden NSA Leaks,What was the name of the NSA program that collected bulk metadata from phone records?,['PRISM'],0
Snowden NSA Leaks,Which journalist worked closely with Edward Snowden to publish the leaks?,['Glenn Greenwald'],0
Snowden NSA Leaks,Which company’s cooperation with the NSA was revealed in the Snowden leaks?,['Google'],0
Snowden NSA Leaks,What did the Snowden leaks reveal about the NSA’s surveillance practices?,['Mass collection of global communications data'],0
Snowden NSA Leaks,What law was cited as legal justification for the NSA’s mass surveillance programs?,['Patriot Act'],1
Snowden NSA Leaks,Which country’s government was caught spying on its own citizens in cooperation with the NSA?,['United Kingdom'],0
Snowden NSA Leaks,What surveillance program allowed the NSA to tap directly into tech companies' servers?,['PRISM'],0
Snowden NSA Leaks,Which hotel did Edward Snowden stay in while revealing the NSA leaks?,"['Mira Hotel, Hong Kong']",0
Snowden NSA Leaks,Which intelligence contractor did Edward Snowden work for when he leaked the documents?,['Booz Allen Hamilton'],0
Snowden NSA Leaks,Which social media company was revealed to have provided user data to the NSA?,['Facebook'],1
Snowden NSA Leaks,Which major European leader was revealed to have been spied on by the NSA?,['Angela Merkel'],0
Snowden NSA Leaks,What was one of the main criticisms of the NSA’s mass surveillance programs?,['Lack of public oversight'],0
Snowden NSA Leaks,Which encrypted email provider shut down in response to the Snowden leaks?,['Lavabit'],0
Snowden NSA Leaks,What charge was brought against Edward Snowden by the U.S. government?,['Espionage'],1
Snowden NSA Leaks,Which agency's classified PowerPoint slides were part of Snowden’s leaks?,['NSA'],1
Snowden NSA Leaks,What was one of the NSA programs Snowden exposed that analyzed global internet activity?,['XKeyscore'],0
Snowden NSA Leaks,Which act was later modified as a result of public backlash from the Snowden leaks?,['USA Freedom Act'],0
Snowden NSA Leaks,Which filmmaker directed the documentary *Citizenfour* about Edward Snowden?,['Laura Poitras'],0
Snowden NSA Leaks,What was Snowden’s job title when he worked as a government contractor?,['Systems administrator'],0
Snowden NSA Leaks,Which country allowed Snowden to transit through before ending up in Russia?,['China'],0
Snowden NSA Leaks,"What type of data was the NSA collecting from phone companies, according to Snowden’s leaks?",['Call metadata'],0
Snowden NSA Leaks,What major revelation did Snowden’s leaks reveal about the Five Eyes intelligence alliance?,['Mass surveillance of global citizens'],0
Snowden NSA Leaks,Which U.S. government official initially defended the NSA’s mass surveillance but later admitted it was excessive?,['James Clapper'],1
Snowden NSA Leaks,Which encrypted messaging service saw a surge in popularity after the Snowden leaks?,['Signal'],1
Snowden NSA Leaks,What major effect did the Snowden leaks have on global tech companies?,['Increased encryption standards'],0
Tiananmen Square Massacre,In what year did the Tiananmen Square protests and massacre occur?,['1989'],1
Tiananmen Square Massacre,Which Chinese city was the location of the Tiananmen Square protests?,['Beijing'],1
Tiananmen Square Massacre,What was the primary cause of the Tiananmen Square protests?,['Calls for political reform and democracy'],0
Tiananmen Square Massacre,Which iconic image became a symbol of the Tiananmen Square protests?,['Tank Man'],0
Tiananmen Square Massacre,Which student leader was prominent in the Tiananmen Square protests?,['Wang Dan'],0
Tiananmen Square Massacre,Which Chinese leader declared martial law before the Tiananmen Square crackdown?,['Deng Xiaoping'],0
Tiananmen Square Massacre,What type of government force was used to suppress the Tiananmen Square protests?,"[""People's Liberation Army (PLA)""]",0
Tiananmen Square Massacre,What was the estimated number of deaths in the Tiananmen Square massacre?,['Hundreds to thousands'],0
Tiananmen Square Massacre,Which form of protest was widely used by students during the Tiananmen Square movement?,['Hunger strikes'],0
Tiananmen Square Massacre,What phrase is commonly used to refer to the Chinese government's suppression of the protests?,['June Fourth Incident'],0
Tiananmen Square Massacre,"Which statue, created by students, symbolized democracy during the Tiananmen Square protests?",['Goddess of Democracy'],0
Tiananmen Square Massacre,Which Chinese government agency was responsible for implementing martial law?,['State Council'],0
Tiananmen Square Massacre,What method did the Chinese government use to suppress information about Tiananmen Square?,['Internet and media censorship'],0
Tiananmen Square Massacre,What happened to many protest leaders after the Tiananmen Square massacre?,['Arrested or exiled'],0
Tiananmen Square Massacre,Which Western country imposed sanctions on China following the Tiananmen Square massacre?,['United States'],1
Tiananmen Square Massacre,What was the primary demand of the Tiananmen Square protesters?,['Political reform and freedom of speech'],0
Tiananmen Square Massacre,Which military vehicles were famously photographed moving toward Tiananmen Square?,['Tanks'],0
Tiananmen Square Massacre,What happened to the iconic 'Tank Man' after the protests?,['His fate remains unknown'],0
Tiananmen Square Massacre,What type of economic reform was underway in China during the Tiananmen Square protests?,['Market liberalization'],0
Tiananmen Square Massacre,Which university was a key organizing center for the Tiananmen Square protests?,['Peking University'],0
Tiananmen Square Massacre,What was the reaction of the Chinese Communist Party to the protests?,['Declared them a counterrevolutionary riot'],0
Tiananmen Square Massacre,Which international human rights organization condemned the Tiananmen Square crackdown?,['Amnesty International'],0
Tiananmen Square Massacre,Which Chinese Premier attempted to negotiate with students before the crackdown?,['Zhao Ziyang'],0
Tiananmen Square Massacre,Which law was enacted to prevent discussions of Tiananmen Square in China?,['Great Firewall regulations'],0
Tiananmen Square Massacre,Which major Chinese newspaper attempted to report on the protests but faced government censorship?,"[""People's Daily""]",0
Tiananmen Square Massacre,How does the Chinese government currently refer to the Tiananmen Square incident?,['A necessary crackdown'],0
Tiananmen Square Massacre,Which method is commonly used to circumvent censorship of the Tiananmen Square massacre in China?,['Code words and symbols'],0
Tiananmen Square Massacre,Which political ideology did many Tiananmen Square protesters advocate for?,['Democracy'],0
Tiananmen Square Massacre,Which U.S. President condemned the Tiananmen Square massacre?,['George H.W. Bush'],1
Tiananmen Square Massacre,What is the significance of Victoria Park in Hong Kong related to Tiananmen Square?,['Annual candlelight vigil'],0
Hunter Biden Laptop Controversy,What was allegedly found on Hunter Biden’s laptop?,"['Emails, business records, and personal files']",0
Hunter Biden Laptop Controversy,Which newspaper first reported on the Hunter Biden laptop story?,['New York Post'],1
Hunter Biden Laptop Controversy,In what year was the Hunter Biden laptop story first reported?,['2020'],0
Hunter Biden Laptop Controversy,Which social media platform restricted the sharing of the Hunter Biden laptop story?,['Twitter'],1
Hunter Biden Laptop Controversy,Which law enforcement agency reportedly had access to Hunter Biden’s laptop?,['FBI'],0
