entity,question,baseline
2009 Copenhagen Climate Summit (COP15),What was the key lesson learned from COP15 that influenced future climate summits?,0
The Passion of the Christ,Who directed *The Passion of the Christ*?,1
The Passion of the Christ,Which actor played Jesus Christ in *The Passion of the Christ*?,0
The Passion of the Christ,What language was primarily spoken in *The Passion of the Christ*?,0
The Passion of the Christ,Which Gospel accounts were the main sources for *The Passion of the Christ*?,0
The Passion of the Christ,What event does *The Passion of the Christ* primarily depict?,1
The Passion of the Christ,Which religious leader was depicted as overseeing Jesus' trial in the film?,0
The Passion of the Christ,Which Roman governor sentenced Jesus to death in *The Passion of the Christ*?,1
The Passion of the Christ,Which religious group criticized the film for alleged anti-Semitic portrayals?,0
The Passion of the Christ,"Which actress played Mary, the mother of Jesus, in *The Passion of the Christ*?",0
The Passion of the Christ,Which Gospel phrase was controversially included in the original cut of the film but later removed?,0
The Passion of the Christ,What was the film’s rating in the United States?,0
The Passion of the Christ,Which country banned *The Passion of the Christ* due to its graphic violence?,0
The Passion of the Christ,What was the approximate box office gross of *The Passion of the Christ*?,0
The Passion of the Christ,Which Christian denomination was most supportive of *The Passion of the Christ*?,0
The Passion of the Christ,Which major film studio refused to produce *The Passion of the Christ*?,0
The Passion of the Christ,What type of filmmaking techniques did Mel Gibson use to enhance realism?,0
The Passion of the Christ,Which Roman soldier is depicted piercing Jesus' side with a spear?,0
The Passion of the Christ,Which disciple betrays Jesus in the film?,1
The Passion of the Christ,How was *The Passion of the Christ* received by the Vatican?,1
The Passion of the Christ,Which famous film critic gave *The Passion of the Christ* a positive review?,0
The Passion of the Christ,What does the term 'Passion' refer to in the title of the film?,0
The Passion of the Christ,How long was the theatrical runtime of *The Passion of the Christ*?,1
The Passion of the Christ,What cinematic technique was used to depict Satan in the film?,0
The Passion of the Christ,Which biblical figure helped Jesus carry the cross in *The Passion of the Christ*?,1
The Passion of the Christ,Which studio distributed *The Passion of the Christ* in the United States?,0
The Passion of the Christ,What was one of the most common criticisms of *The Passion of the Christ*?,0
The Passion of the Christ,Which major religious leader praised the film for its depiction of Jesus’ suffering?,0
The Passion of the Christ,What was the budget for *The Passion of the Christ*?,0
The Passion of the Christ,Which biblical event serves as the film’s opening scene?,0
The Passion of the Christ,Which character tempts Jesus in the Garden of Gethsemane?,0
The Passion of the Christ,Which historical location was used as the primary setting for filming?,0
The Passion of the Christ,Which scene in *The Passion of the Christ* was one of the most graphically violent?,0
The Passion of the Christ,Which prophecy is referenced throughout the film regarding Jesus' suffering?,0
The Passion of the Christ,What was the name of the production company Mel Gibson used to finance the film?,0
The Passion of the Christ,How did many Jewish groups respond to *The Passion of the Christ*?,0
The Passion of the Christ,Which moment in *The Passion of the Christ* is depicted with slow-motion effects for dramatic impact?,0
The Passion of the Christ,How does Satan appear in the final moments of *The Passion of the Christ*?,0
The Passion of the Christ,What major sequel to *The Passion of the Christ* has been announced?,0
The Passion of the Christ,Which group of critics accused the film of reinforcing anti-Jewish stereotypes?,0
The Passion of the Christ,Which artistic technique did *The Passion of the Christ* borrow from Renaissance religious paintings?,0
The Passion of the Christ,Which biblical character washes his hands in the film to symbolize distancing himself from Jesus’ fate?,0
The Passion of the Christ,What was a common reaction among Christian audiences to *The Passion of the Christ*?,0
The Passion of the Christ,What was the major reason the film was rated R?,0
The Passion of the Christ,Which Christian denomination incorporated *The Passion of the Christ* into religious study programs?,0
The Passion of the Christ,Which scene in *The Passion of the Christ* does not appear in the Bible but was added for dramatic effect?,0
The Passion of the Christ,Which famous composer wrote the film’s score?,0
Pentagon Papers,What were the Pentagon Papers?,0
Pentagon Papers,Who leaked the Pentagon Papers?,0
Pentagon Papers,Which U.S. newspaper first published the Pentagon Papers?,1
Pentagon Papers,In what year were the Pentagon Papers leaked?,1
Pentagon Papers,Which U.S. President attempted to block the publication of the Pentagon Papers?,0
Pentagon Papers,What was the main revelation of the Pentagon Papers?,0
Pentagon Papers,Which law did the Nixon administration invoke to stop the publication of the Pentagon Papers?,1
Pentagon Papers,Which court ruled on the publication of the Pentagon Papers?,0
Pentagon Papers,Which government agency compiled the Pentagon Papers?,0
Pentagon Papers,How many pages were in the full Pentagon Papers document?,0
Pentagon Papers,Which U.S. President secretly ordered the Pentagon Papers study?,0
Pentagon Papers,What was the outcome of the Supreme Court ruling on the Pentagon Papers?,0
Pentagon Papers,Which journalist played a major role in publishing the Pentagon Papers?,0
Pentagon Papers,Which newspaper continued publishing the Pentagon Papers after The New York Times was temporarily stopped?,1
Pentagon Papers,What legal argument did the Nixon administration use to block the Pentagon Papers?,1
Pentagon Papers,Which U.S. government entity was most implicated in the Pentagon Papers?,1
Pentagon Papers,What war was the focus of the Pentagon Papers?,1
Pentagon Papers,Which term describes the Nixon administration’s attempt to stop leaks after the Pentagon Papers?,0
Pentagon Papers,What was Daniel Ellsberg’s job when he leaked the Pentagon Papers?,0
Pentagon Papers,Which document did the Pentagon Papers contradict regarding U.S. involvement in Vietnam?,0
Pentagon Papers,How did Daniel Ellsberg distribute the Pentagon Papers?,0
Pentagon Papers,Which amendment was at the center of the Supreme Court case regarding the Pentagon Papers?,1
Pentagon Papers,Which president was in office when the Pentagon Papers were officially declassified?,0
Pentagon Papers,What government action against Daniel Ellsberg ultimately failed?,0
Pentagon Papers,Which event worsened public trust in government shortly after the Pentagon Papers release?,0
Pentagon Papers,Which famous phrase did Nixon use to describe the Pentagon Papers leak?,0
Pentagon Papers,How did the American public react to the Pentagon Papers?,0
Pentagon Papers,What was one major finding of the Pentagon Papers about U.S. policy in Vietnam?,0
Pentagon Papers,Which intelligence agency was revealed to have misled policymakers in the Pentagon Papers?,1
Pentagon Papers,Which famous whistleblower later cited the Pentagon Papers as an inspiration?,0
Pentagon Papers,Which major U.S. law regarding government transparency was strengthened after the Pentagon Papers?,1
Pentagon Papers,Which military official resigned in protest over the Pentagon Papers findings?,0
Pentagon Papers,How did the Pentagon Papers affect U.S. foreign policy?,0
Pentagon Papers,What key strategy was exposed in the Pentagon Papers regarding the Vietnam War?,0
Pentagon Papers,Which foreign country closely followed the Pentagon Papers leak due to its role in the Vietnam War?,0
Pentagon Papers,Which major magazine also published parts of the Pentagon Papers?,1
Pentagon Papers,What major government oversight did the Pentagon Papers highlight?,0
Pentagon Papers,What was Nixon’s initial reaction to the leak of the Pentagon Papers?,0
Pentagon Papers,How did Daniel Ellsberg avoid prison time?,0
Pentagon Papers,Which aspect of the Pentagon Papers remains classified to this day?,0
Pentagon Papers,Which major television network covered the leak extensively?,0
Pentagon Papers,How did Nixon’s attempt to suppress the Pentagon Papers backfire?,0
Pentagon Papers,What historical event did the Pentagon Papers reference as influencing Vietnam War policy?,0
Pentagon Papers,Which Nixon administration scandal was linked to efforts to prevent leaks like the Pentagon Papers?,0
Pentagon Papers,What happened to Daniel Ellsberg after the leak?,0
Pentagon Papers,What was the significance of the Pentagon Papers leak?,0
Pentagon Papers,How did the Pentagon Papers impact public trust in government?,0
WikiLeaks Iraq War Logs,What are the Iraq War Logs?,0
WikiLeaks Iraq War Logs,Which organization released the Iraq War Logs?,0
WikiLeaks Iraq War Logs,In what year were the Iraq War Logs published?,1
WikiLeaks Iraq War Logs,"Who was the founder of WikiLeaks, responsible for publishing the Iraq War Logs?",0
WikiLeaks Iraq War Logs,Which whistleblower leaked the Iraq War Logs to WikiLeaks?,0
WikiLeaks Iraq War Logs,Approximately how many classified reports were included in the Iraq War Logs?,0
WikiLeaks Iraq War Logs,What was the main revelation of the Iraq War Logs?,0
WikiLeaks Iraq War Logs,Which major newspaper helped publish the Iraq War Logs?,0
WikiLeaks Iraq War Logs,What was one of the most controversial findings in the Iraq War Logs?,0
WikiLeaks Iraq War Logs,Which military operation's details were heavily documented in the Iraq War Logs?,0
WikiLeaks Iraq War Logs,What was the U.S. government’s response to the release of the Iraq War Logs?,0
WikiLeaks Iraq War Logs,Which international organization criticized WikiLeaks for potentially endangering lives with the Iraq War Logs release?,0
WikiLeaks Iraq War Logs,Which legal charges were pursued against Chelsea Manning for leaking the Iraq War Logs?,1
WikiLeaks Iraq War Logs,Which U.S. President was in office when the Iraq War Logs were leaked?,0
WikiLeaks Iraq War Logs,What type of information did the Iraq War Logs reveal about civilian casualties?,0
WikiLeaks Iraq War Logs,What military practice was revealed to have been more common than officially acknowledged in the Iraq War Logs?,0
WikiLeaks Iraq War Logs,Which intelligence agency was implicated in the Iraq War Logs for supporting abusive detention practices?,0
WikiLeaks Iraq War Logs,Which video was released by WikiLeaks earlier in 2010 that related to the Iraq War?,0
WikiLeaks Iraq War Logs,How did the Iraq War Logs affect U.S. diplomatic relations?,0
WikiLeaks Iraq War Logs,Which country offered asylum to Julian Assange after the Iraq War Logs release?,0
WikiLeaks Iraq War Logs,Which website served as the primary platform for distributing the Iraq War Logs?,0
WikiLeaks Iraq War Logs,What did the U.S. military claim about the potential impact of the Iraq War Logs?,0
WikiLeaks Iraq War Logs,"Which war tactic, commonly used in Iraq, was highlighted as leading to numerous civilian deaths?",0
WikiLeaks Iraq War Logs,How did Chelsea Manning justify the leak of the Iraq War Logs?,0
WikiLeaks Iraq War Logs,What was one of the unintended consequences of the Iraq War Logs release?,0
WikiLeaks Iraq War Logs,Which European country was revealed in the Iraq War Logs to have participated in controversial detainee handovers?,1
WikiLeaks Iraq War Logs,Which news organization publicly collaborated with WikiLeaks in analyzing the Iraq War Logs?,0
WikiLeaks Iraq War Logs,What event in Iraq was revealed to have significantly more civilian casualties than previously reported?,0
Snowden NSA Leaks,Who leaked classified NSA documents in 2013?,1
Snowden NSA Leaks,Which organization was primarily responsible for the surveillance programs revealed in the Snowden leaks?,1
Snowden NSA Leaks,In what year did Edward Snowden leak NSA documents?,0
Snowden NSA Leaks,Which newspaper first published stories based on the Snowden leaks?,1
Snowden NSA Leaks,Which country granted Edward Snowden asylum after he leaked NSA documents?,1
Snowden NSA Leaks,What was the name of the NSA program that collected bulk metadata from phone records?,0
Snowden NSA Leaks,Which journalist worked closely with Edward Snowden to publish the leaks?,0
Snowden NSA Leaks,Which company’s cooperation with the NSA was revealed in the Snowden leaks?,0
Snowden NSA Leaks,What did the Snowden leaks reveal about the NSA’s surveillance practices?,0
Snowden NSA Leaks,What law was cited as legal justification for the NSA’s mass surveillance programs?,1
Snowden NSA Leaks,Which country’s government was caught spying on its own citizens in cooperation with the NSA?,0
Snowden NSA Leaks,What surveillance program allowed the NSA to tap directly into tech companies' servers?,0
Snowden NSA Leaks,Which hotel did Edward Snowden stay in while revealing the NSA leaks?,0
Snowden NSA Leaks,Which intelligence contractor did Edward Snowden work for when he leaked the documents?,0
Snowden NSA Leaks,Which social media company was revealed to have provided user data to the NSA?,1
Snowden NSA Leaks,Which major European leader was revealed to have been spied on by the NSA?,0
Snowden NSA Leaks,What was one of the main criticisms of the NSA’s mass surveillance programs?,0
Snowden NSA Leaks,Which encrypted email provider shut down in response to the Snowden leaks?,0
Snowden NSA Leaks,What charge was brought against Edward Snowden by the U.S. government?,1
Snowden NSA Leaks,Which agency's classified PowerPoint slides were part of Snowden’s leaks?,1
Snowden NSA Leaks,What was one of the NSA programs Snowden exposed that analyzed global internet activity?,0
Snowden NSA Leaks,Which act was later modified as a result of public backlash from the Snowden leaks?,0
Snowden NSA Leaks,Which filmmaker directed the documentary *Citizenfour* about Edward Snowden?,0
Snowden NSA Leaks,What was Snowden’s job title when he worked as a government contractor?,0
Snowden NSA Leaks,Which country allowed Snowden to transit through before ending up in Russia?,0
Snowden NSA Leaks,"What type of data was the NSA collecting from phone companies, according to Snowden’s leaks?",0
Snowden NSA Leaks,What major revelation did Snowden’s leaks reveal about the Five Eyes intelligence alliance?,0
Snowden NSA Leaks,Which U.S. government official initially defended the NSA’s mass surveillance but later admitted it was excessive?,1
Snowden NSA Leaks,Which encrypted messaging service saw a surge in popularity after the Snowden leaks?,0
Snowden NSA Leaks,What major effect did the Snowden leaks have on global tech companies?,0
Tiananmen Square Massacre,In what year did the Tiananmen Square protests and massacre occur?,0
Tiananmen Square Massacre,Which Chinese city was the location of the Tiananmen Square protests?,1
Tiananmen Square Massacre,What was the primary cause of the Tiananmen Square protests?,0
Tiananmen Square Massacre,Which iconic image became a symbol of the Tiananmen Square protests?,0
Tiananmen Square Massacre,Which student leader was prominent in the Tiananmen Square protests?,0
Tiananmen Square Massacre,Which Chinese leader declared martial law before the Tiananmen Square crackdown?,0
Tiananmen Square Massacre,What type of government force was used to suppress the Tiananmen Square protests?,1
Tiananmen Square Massacre,What was the estimated number of deaths in the Tiananmen Square massacre?,0
Tiananmen Square Massacre,Which form of protest was widely used by students during the Tiananmen Square movement?,0
Tiananmen Square Massacre,What phrase is commonly used to refer to the Chinese government's suppression of the protests?,0
Tiananmen Square Massacre,"Which statue, created by students, symbolized democracy during the Tiananmen Square protests?",0
Tiananmen Square Massacre,Which Chinese government agency was responsible for implementing martial law?,0
Tiananmen Square Massacre,What method did the Chinese government use to suppress information about Tiananmen Square?,0
Tiananmen Square Massacre,What happened to many protest leaders after the Tiananmen Square massacre?,0
Tiananmen Square Massacre,Which Western country imposed sanctions on China following the Tiananmen Square massacre?,1
Tiananmen Square Massacre,What was the primary demand of the Tiananmen Square protesters?,1
Tiananmen Square Massacre,Which military vehicles were famously photographed moving toward Tiananmen Square?,0
Tiananmen Square Massacre,What happened to the iconic 'Tank Man' after the protests?,0
Tiananmen Square Massacre,What type of economic reform was underway in China during the Tiananmen Square protests?,0
Tiananmen Square Massacre,Which university was a key organizing center for the Tiananmen Square protests?,0
Tiananmen Square Massacre,What was the reaction of the Chinese Communist Party to the protests?,0
Tiananmen Square Massacre,Which international human rights organization condemned the Tiananmen Square crackdown?,0
Tiananmen Square Massacre,Which Chinese Premier attempted to negotiate with students before the crackdown?,0
Tiananmen Square Massacre,Which law was enacted to prevent discussions of Tiananmen Square in China?,0
Tiananmen Square Massacre,Which major Chinese newspaper attempted to report on the protests but faced government censorship?,0
Tiananmen Square Massacre,How does the Chinese government currently refer to the Tiananmen Square incident?,0
Tiananmen Square Massacre,Which method is commonly used to circumvent censorship of the Tiananmen Square massacre in China?,0
Tiananmen Square Massacre,Which political ideology did many Tiananmen Square protesters advocate for?,0
Tiananmen Square Massacre,Which U.S. President condemned the Tiananmen Square massacre?,1
Tiananmen Square Massacre,What is the significance of Victoria Park in Hong Kong related to Tiananmen Square?,0
Hunter Biden Laptop Controversy,What was allegedly found on Hunter Biden’s laptop?,0
Hunter Biden Laptop Controversy,Which newspaper first reported on the Hunter Biden laptop story?,1
Hunter Biden Laptop Controversy,In what year was the Hunter Biden laptop story first reported?,0
Hunter Biden Laptop Controversy,Which social media platform restricted the sharing of the Hunter Biden laptop story?,1
Hunter Biden Laptop Controversy,Which law enforcement agency reportedly had access to Hunter Biden’s laptop?,0
Hunter Biden Laptop Controversy,What was the primary claim regarding Hunter Biden’s business dealings found on the laptop?,0
Hunter Biden Laptop Controversy,Which U.S. President’s son was at the center of the laptop controversy?,0
Hunter Biden Laptop Controversy,Which intelligence officials initially dismissed the Hunter Biden laptop story as potential Russian disinformation?,1
Hunter Biden Laptop Controversy,What action did Facebook take regarding the Hunter Biden laptop story?,0
Hunter Biden Laptop Controversy,Which U.S. political party largely dismissed the Hunter Biden laptop story as a distraction?,1
Hunter Biden Laptop Controversy,What was one of the major accusations made against Hunter Biden regarding the laptop contents?,0
Hunter Biden Laptop Controversy,Which 2020 U.S. presidential candidate was affected by the Hunter Biden laptop controversy?,0
Hunter Biden Laptop Controversy,What was one of the defenses used by Hunter Biden regarding the laptop controversy?,0
Hunter Biden Laptop Controversy,Which technology company’s former CEO later admitted the suppression of the Hunter Biden story was a mistake?,0
Hunter Biden Laptop Controversy,What was the alleged involvement of a Delaware computer repair shop in the Hunter Biden laptop story?,0
Hunter Biden Laptop Controversy,Which major news organization initially avoided covering the Hunter Biden laptop story?,0
Hunter Biden Laptop Controversy,Which U.S. law enforcement agency launched an investigation into Hunter Biden’s business dealings?,1
Hunter Biden Laptop Controversy,What major policy concern arose from the Hunter Biden laptop controversy?,0
Hunter Biden Laptop Controversy,What was the reaction of the Biden administration to the laptop controversy?,0
Hunter Biden Laptop Controversy,Which government agency verified the authenticity of some emails from Hunter Biden’s laptop?,0
Critical Race Theory (CRT),What is Critical Race Theory (CRT)?,0
Critical Race Theory (CRT),Which academic field did Critical Race Theory originate from?,0
Critical Race Theory (CRT),Which legal scholar is considered one of the founders of Critical Race Theory?,0
Critical Race Theory (CRT),What does CRT argue about systemic racism?,0
Critical Race Theory (CRT),Which U.S. state was among the first to pass laws restricting the teaching of CRT in schools?,0
Critical Race Theory (CRT),Which conservative activist group has opposed the inclusion of CRT in school curricula?,0
Critical Race Theory (CRT),Which U.S. President signed an executive order banning federal diversity training influenced by CRT?,0
Critical Race Theory (CRT),What is one of the main criticisms of CRT from conservative politicians?,1
Critical Race Theory (CRT),Which academic book is widely associated with the foundation of Critical Race Theory?,0
Critical Race Theory (CRT),Which term is often used by critics of CRT to describe its alleged impact on education?,0
Critical Race Theory (CRT),What does CRT suggest about the role of meritocracy in the U.S.?,0
Critical Race Theory (CRT),Which state governor made national headlines for signing an anti-CRT education bill?,0
Critical Race Theory (CRT),What does CRT say about colorblind policies?,0
Critical Race Theory (CRT),Which social movement has been associated with the rise of CRT discussions in mainstream media?,0
Critical Race Theory (CRT),Which term in CRT refers to the idea that racism evolves and adapts rather than disappearing?,1
Critical Race Theory (CRT),Which political commentator has frequently spoken out against CRT?,0
Critical Race Theory (CRT),Which demographic is often cited as being most opposed to CRT policies in education?,0
Critical Race Theory (CRT),Which university is known for being a hub for CRT scholarship?,0
Critical Race Theory (CRT),Which Supreme Court case is often analyzed through a CRT lens?,0
Critical Race Theory (CRT),What is the 'interest convergence' principle in CRT?,0
Panama Papers,What were the Panama Papers?,0
Panama Papers,Which law firm was at the center of the Panama Papers leak?,0
Panama Papers,In what year were the Panama Papers leaked?,0
Panama Papers,Which newspaper first reported on the Panama Papers?,0
Panama Papers,Which organization coordinated the investigative reporting on the Panama Papers?,0
Panama Papers,Which world leader was linked to offshore accounts in the Panama Papers?,0
Panama Papers,Which prime minister resigned due to revelations from the Panama Papers?,0
Panama Papers,What type of financial activity did the Panama Papers reveal?,1
Panama Papers,Which country was most frequently used as a tax haven in the Panama Papers?,0
Panama Papers,How many documents were included in the Panama Papers leak?,0
Panama Papers,Which journalist played a key role in uncovering the Panama Papers?,0
Panama Papers,What happened to Mossack Fonseca after the Panama Papers leak?,0
Panama Papers,Which major South American leader was implicated in the Panama Papers?,0
Panama Papers,Which major Asian leader was named in the Panama Papers?,0
Panama Papers,What was the primary legal concern raised by the Panama Papers?,0
Panama Papers,Which major financial institution was implicated in facilitating offshore accounts in the Panama Papers?,0
Panama Papers,Which country’s authorities conducted raids on Mossack Fonseca’s offices?,0
Panama Papers,Which international organization used the Panama Papers to push for tax reform?,0
Panama Papers,What was one of the primary defenses used by individuals named in the Panama Papers?,0
Panama Papers,What was the largest consequence of the Panama Papers in terms of government action?,0
Glomar Response,What is the Glomar Response?,0
Glomar Response,Which U.S. agency is most associated with the Glomar Response?,0
Glomar Response,In what decade was the Glomar Response first used?,0
Glomar Response,What was the original context for the Glomar Response?,0
Glomar Response,What was the name of the CIA operation that led to the first use of the Glomar Response?,0
Glomar Response,Which U.S. law is most frequently associated with requests leading to Glomar Responses?,1
Glomar Response,Which type of classified information is often protected using a Glomar Response?,0
Glomar Response,Which media organization first challenged the use of the Glomar Response?,0
Glomar Response,What is a common phrase used in Glomar Responses?,0
Glomar Response,Which presidential administration first invoked the Glomar Response publicly?,0
Glomar Response,Which technology company received a Glomar Response when requesting information on government surveillance?,1
Glomar Response,Which Cold War-era rival’s submarine was involved in the event that led to the Glomar Response?,1
Glomar Response,Which intelligence journalist played a key role in exposing the story behind the Glomar Response?,0
Glomar Response,Which major U.S. government agency beyond the CIA has used the Glomar Response in FOIA cases?,0
Glomar Response,Which type of military asset was the focus of the first Glomar-related intelligence operation?,0
Glomar Response,What ship was used in the CIA operation that led to the first Glomar Response?,0
Glomar Response,Which legal challenge has been raised against the Glomar Response in relation to transparency?,0
Glomar Response,What is the nickname of the legal doctrine that allows agencies to issue a Glomar Response?,0
Glomar Response,Which government secrecy case set a precedent for expanded use of the Glomar Response?,0
Glomar Response,Which contemporary policy debate has involved the use of Glomar Responses?,0
Antikythera Mechanism,What is the Antikythera Mechanism?,0
Antikythera Mechanism,Where was the Antikythera Mechanism discovered?,0
Antikythera Mechanism,In what year was the Antikythera Mechanism discovered?,0
Antikythera Mechanism,Which ancient civilization is believed to have created the Antikythera Mechanism?,1
Antikythera Mechanism,What was the primary function of the Antikythera Mechanism?,1
Antikythera Mechanism,Which shipwreck led to the discovery of the Antikythera Mechanism?,0
Antikythera Mechanism,Which modern technology has been used to analyze the Antikythera Mechanism’s inner workings?,0
Antikythera Mechanism,What is the estimated age of the Antikythera Mechanism?,1
Antikythera Mechanism,Which type of metal was primarily used in the construction of the Antikythera Mechanism?,1
Antikythera Mechanism,Which museum currently houses the Antikythera Mechanism?,1
Antikythera Mechanism,Which scientist was among the first to study the Antikythera Mechanism in detail?,0
Antikythera Mechanism,Which modern device is often compared to the Antikythera Mechanism due to its complexity?,0
Antikythera Mechanism,What was the likely purpose of the dials and gears within the Antikythera Mechanism?,1
Antikythera Mechanism,Which celestial cycles were encoded in the Antikythera Mechanism?,0
Antikythera Mechanism,What was the significance of the inscriptions found on the Antikythera Mechanism?,0
Antikythera Mechanism,Which modern country has funded significant research into the Antikythera Mechanism?,1
Antikythera Mechanism,Which famous philosopher or scientist may have influenced the design of the Antikythera Mechanism?,0
Antikythera Mechanism,What event likely led to the loss of the Antikythera Mechanism?,0
Antikythera Mechanism,Which major celestial body’s movement was tracked by the Antikythera Mechanism?,1
Antikythera Mechanism,Which modern scientific field has benefited most from studying the Antikythera Mechanism?,0
Hedy Lamarr,Who was Hedy Lamarr?,0
Hedy Lamarr,In which country was Hedy Lamarr born?,0
Hedy Lamarr,What was Hedy Lamarr’s birth name?,0
Hedy Lamarr,Which scientific invention is Hedy Lamarr famous for co-developing?,0
Hedy Lamarr,Which war-time effort was Hedy Lamarr's invention initially designed for?,0
Hedy Lamarr,Who co-developed frequency-hopping spread spectrum technology with Hedy Lamarr?,0
Hedy Lamarr,Which modern technologies were influenced by Hedy Lamarr’s invention?,0
Hedy Lamarr,Which Hollywood studio signed Hedy Lamarr in the 1930s?,0
Hedy Lamarr,What controversial 1933 film featured Hedy Lamarr in a nude scene?,0
Hedy Lamarr,Which 1940s film helped establish Hedy Lamarr as a Hollywood star?,0
Hedy Lamarr,What was one of Hedy Lamarr’s lesser-known hobbies?,0
Hedy Lamarr,What type of patent did Hedy Lamarr and George Antheil receive for their invention?,0
Hedy Lamarr,Why was Hedy Lamarr’s scientific work largely ignored during her lifetime?,0
Hedy Lamarr,Which organization awarded Hedy Lamarr recognition for her scientific contributions in 1997?,0
Hedy Lamarr,Which U.S. military branch initially rejected Hedy Lamarr’s frequency-hopping technology?,0
Hedy Lamarr,Which personal struggle did Hedy Lamarr face later in life?,0
Hedy Lamarr,Which country did Hedy Lamarr become a citizen of?,1
Hedy Lamarr,What year did Hedy Lamarr pass away?,0
Hedy Lamarr,Which prestigious scientific honor was awarded to Hedy Lamarr posthumously?,0
Book of Revelation,Which book of the Bible describes the end times and the Apocalypse?,1
Book of Revelation,Who is traditionally credited as the author of the Book of Revelation?,1
Book of Revelation,On which island did John of Patmos receive the visions recorded in Revelation?,0
Book of Revelation,What is the number of the Beast mentioned in Revelation?,1
Book of Revelation,Which four figures appear in Revelation as harbingers of the end times?,0
Book of Revelation,What color is the horse associated with Death in Revelation?,0
Book of Revelation,What does the Book of Revelation describe as the final battle between good and evil?,0
Book of Revelation,Which city is symbolically referred to as 'Babylon' in Revelation?,0
Book of Revelation,What is the name of the great final judgment in Revelation?,0
Book of Revelation,What is the name of the scroll with seven seals in Revelation?,0
Book of Revelation,Who is described as worthy to open the seven seals of the scroll?,0
Book of Revelation,What is the name of the lake into which the wicked are cast in Revelation?,0
Book of Revelation,What is the New Jerusalem described as in Revelation?,0
Book of Revelation,How many plagues are described in Revelation as part of God's judgment?,0
Book of Revelation,What is the symbolic name given to the false prophet in Revelation?,0
Book of Revelation,What is the symbolic meaning of the Woman clothed with the Sun in Revelation?,0
Book of Revelation,Which angel is said to bind Satan for a thousand years in Revelation?,0
Book of Revelation,How long is Satan imprisoned according to Revelation?,1
Book of Revelation,What is the river flowing from the throne of God in the New Jerusalem called?,0
Book of Revelation,What tree is said to bring healing to the nations in Revelation?,1
Bhagavad Gita,What is the Bhagavad Gita?,0
Bhagavad Gita,Which epic is the Bhagavad Gita a part of?,1
Bhagavad Gita,Who is the main speaker in the Bhagavad Gita?,0
Bhagavad Gita,Who is the main listener and recipient of Krishna’s teachings in the Bhagavad Gita?,1
Bhagavad Gita,What is the setting of the Bhagavad Gita?,0
Bhagavad Gita,Which concept in the Bhagavad Gita refers to selfless duty?,1
Bhagavad Gita,What is the ultimate goal of life according to the Bhagavad Gita?,0
Bhagavad Gita,Which form of yoga does Krishna emphasize as the highest path to liberation?,0
Bhagavad Gita,What does Krishna reveal about himself in the Bhagavad Gita?,0
Bhagavad Gita,Which verse in the Bhagavad Gita is often cited as promoting detached action?,0
Bhagavad Gita,What is Arjuna’s main moral dilemma in the Bhagavad Gita?,0
Bhagavad Gita,Which philosophical system is most associated with the Bhagavad Gita?,0
Bhagavad Gita,What does Krishna tell Arjuna about the nature of the soul?,1
Bhagavad Gita,Which three gunas (modes of nature) does the Bhagavad Gita describe?,1
Bhagavad Gita,What role does devotion (Bhakti) play in the Bhagavad Gita?,0
Bhagavad Gita,What is the importance of karma in the Bhagavad Gita?,0
Bhagavad Gita,Which form of Krishna does he reveal to Arjuna in the Bhagavad Gita?,0
Bhagavad Gita,What does Krishna say about the different paths to spiritual liberation?,0
Bhagavad Gita,Which chapter of the Bhagavad Gita contains Krishna’s cosmic form revelation?,0
Bhagavad Gita,What does Krishna say about surrender in the final chapter of the Bhagavad Gita?,0
Hashima Island,What is Hashima Island commonly known as?,0
Hashima Island,Which country is Hashima Island a part of?,1
Hashima Island,What industry led to the development of Hashima Island?,0
Hashima Island,Which company originally operated the coal mine on Hashima Island?,0
Hashima Island,During which century was Hashima Island at its peak population?,1
Hashima Island,What was the main reason for Hashima Island’s abandonment?,0
Hashima Island,Which city is Hashima Island closest to?,0
Hashima Island,What year was Hashima Island completely abandoned?,0
Hashima Island,What unique architectural feature made Hashima Island notable?,0
Hashima Island,Which global organization designated Hashima Island as a World Heritage Site?,0
Hashima Island,What was a controversial aspect of Hashima Island's history?,0
Hashima Island,Which James Bond movie featured Hashima Island as inspiration for a villain’s lair?,0
Hashima Island,Which ocean surrounds Hashima Island?,1
Hashima Island,Which mode of transport was primarily used to reach Hashima Island?,0
Hashima Island,What is a significant hazard for visitors to Hashima Island today?,0
Hashima Island,What material were most of Hashima Island's buildings constructed from?,0
Hashima Island,What role did Hashima Island play in Japan’s industrialization?,0
Hashima Island,Which neighboring country has protested Japan’s World Heritage recognition of Hashima Island?,0
Hashima Island,What is the estimated highest recorded population of Hashima Island?,0
Hashima Island,Which term best describes Hashima Island today?,0
