subj_id,subj,subject_count,question_ids,questions,s_pop,popularity_rank
2176583,Help Wanted,2,"[4934957, 4934953]","['Who was the screenwriter for Help Wanted?', 'Who is the author of Help Wanted?']",8371,2762
1308367,Tocantins,2,"[3061472, 3061474]","['In what country is Tocantins?', 'What is the capital of Tocantins?']",3129,4177
2159582,LETTERS,2,"[4900348, 4900350]","['What genre is LETTERS?', 'Who is the author of LETTERS?']",499,8033
1204586,For the Win,2,"[2806265, 2806266]","['What genre is For the Win?', 'Who is the author of For the Win?']",545,7823
802400,James I of Scotland,2,"[1820482, 1820483]","['Who is the father of James I of Scotland?', 'Who is the mother of James I of Scotland?']",13846,2091
122207,Election,2,"[301534, 301535]","['Who was the director of Election?', 'Who was the screenwriter for Election?']",15298,1998
2927915,The Lady,2,"[6522545, 6522548]","['What genre is The Lady?', 'Who was the producer of The Lady?']",4373,3650
115518,The Navigator,2,"[285832, 285836]","['Who was the producer of The Navigator?', 'Who was the director of The Navigator?']",1043,6366
1215549,The Church,2,"[2832554, 2832561]","['Who was the producer of The Church?', 'Who was the screenwriter for The Church?']",3971,3775
7601,Butter,2,"[18294, 18303]","['What genre is Butter?', 'Who was the producer of Butter?']",3808,3847
806151,Serial,2,"[1830536, 1830538]","['Who was the director of Serial?', 'Who was the composer of Serial?']",1211,6056
738657,The Thing,2,"[1664587, 1664593]","['What genre is The Thing?', 'Who was the screenwriter for The Thing?']",195702,245
2159143,L.A.,2,"[4899402, 4899405]","['Who was the producer of L.A.?', 'Who was the composer of L.A.?']",344,8868
124087,Adopted,2,"[305660, 305663]","['Who was the producer of Adopted?', 'Who was the screenwriter for Adopted?']",825,6898
1284649,From Time to Time,2,"[2999896, 2999897]","['Who was the producer of From Time to Time?', 'Who was the director of From Time to Time?']",1996,5031
115954,Nightmare,2,"[286887, 286888]","['Who was the director of Nightmare?', 'Who was the screenwriter for Nightmare?']",1691,5362
2276567,Alice,2,"[5146048, 5146049]","['Who was the director of Alice?', 'Who was the screenwriter for Alice?']",6847,3005
1293676,Mac,2,"[3021616, 3021617]","['Who was the director of Mac?', 'Who was the screenwriter for Mac?']",1168,6127
1293297,Easy Money,2,"[3020711, 3020712]","['Who was the screenwriter for Easy Money?', 'Who was the composer of Easy Money?']",4738,3545
1307348,Matthew the Apostle,2,"[3058589, 3058587]","['Who is the father of Matthew the Apostle?', 'What is the religion of Matthew the Apostle?']",33854,1188
123092,Left Behind,2,"[303162, 303170]","['What genre is Left Behind?', 'Who was the director of Left Behind?']",20940,1665
115817,The Rainbow,2,"[286571, 286573]","['Who was the producer of The Rainbow?', 'Who was the screenwriter for The Rainbow?']",2072,4953
1205490,The Rookie,2,"[2808811, 2808812]","['Who was the director of The Rookie?', 'Who was the screenwriter for The Rookie?']",10077,2529
123573,Teeth,2,"[304281, 304284]","['Who was the producer of Teeth?', 'Who was the screenwriter for Teeth?']",44722,980
1313658,Private School,2,"[3076209, 3076213]","['What genre is Private School?', 'Who was the director of Private School?']",6440,3087
115288,Puzzle,2,"[285213, 285214]","['Who was the director of Puzzle?', 'Who was the screenwriter for Puzzle?']",284,9304
123328,Hoot,2,"[303690, 303691]","['Who was the director of Hoot?', 'Who was the screenwriter for Hoot?']",5765,3241
1215849,What Just Happened,2,"[2833274, 2833277]","['Who was the producer of What Just Happened?', 'Who was the screenwriter for What Just Happened?']",3812,3844
2830078,Gold,2,"[6269047, 6269051]","['What genre is Gold?', 'Who was the director of Gold?']",428,8367
115311,The Rink,2,"[285278, 285282]","['Who was the producer of The Rink?', 'Who was the composer of The Rink?']",726,7181
737258,La Piscine,2,"[1661559, 1661560]","['Who was the director of La Piscine?', 'Who was the screenwriter for La Piscine?']",7257,2941
667218,The Secret Call,2,"[1495975, 1495976]","['Who was the director of The Secret Call?', 'Who was the screenwriter for The Secret Call?']",112,11495
438280,Planes,2,"[1025288, 1025289]","['What genre is Planes?', 'Who was the producer of Planes?']",21099,1654
731923,Tribute,2,"[1648367, 1648370]","['Who was the producer of Tribute?', 'Who was the composer of Tribute?']",1405,5731
2841337,Alexander the Great,2,"[6297091, 6297092]","['Who is the father of Alexander the Great?', 'Who is the mother of Alexander the Great?']",394950,66
2842024,Maximilian I of Mexico,2,"[6298693, 6298692]","['Who is the father of Maximilian I of Mexico?', 'What is the religion of Maximilian I of Mexico?']",34853,1161
2841533,Little Children,2,"[6297548, 6297550]","['Who was the screenwriter for Little Children?', 'Who was the composer of Little Children?']",19328,1736
1444324,Apartment,2,"[3361573, 3361574]","['Who was the director of Apartment?', 'Who was the screenwriter for Apartment?']",1659,5404
2033555,The Good Earth,2,"[4612651, 4612653]","['Who was the director of The Good Earth?', 'Who was the screenwriter for The Good Earth?']",4272,3677
1297380,Eryx,2,"[3031143, 3031144]","['Who is the father of Eryx?', 'Who is the mother of Eryx?']",1996,5030
2841545,Horus,2,"[6297573, 6297574]","['Who is the father of Horus?', 'Who is the mother of Horus?']",71001,691
2842650,The Fountain,2,"[6300318, 6300323]","['Who was the producer of The Fountain?', 'Who was the director of The Fountain?']",29036,1347
1311320,Postcard,2,"[3069488, 3069489]","['Who was the director of Postcard?', 'Who was the screenwriter for Postcard?']",430,8357
2932320,The Stranger,2,"[6534376, 6534377]","['Who was the director of The Stranger?', 'Who was the screenwriter for The Stranger?']",5614,3281
1210914,The Field,2,"[2821163, 2821164]","['Who was the director of The Field?', 'Who was the screenwriter for The Field?']",5297,3372
2143529,Ted,2,"[4868419, 4868425]","['Who was the producer of Ted?', 'Who was the screenwriter for Ted?']",46603,958
742470,201,2,"[1673763, 1673764]","['Who was the director of 201?', 'Who was the screenwriter for 201?']",9814,2562
652522,Chicago,2,"[1460181, 1460182]","['Who was the director of Chicago?', 'Who was the screenwriter for Chicago?']",35498,1152
2921994,Alfred Jefferis Turner,2,"[6506409, 6506411]","['In what city was Alfred Jefferis Turner born?', 'Who is the father of Alfred Jefferis Turner?']",143,10931
742475,Angel,2,"[1673772, 1673777]","['Who was the producer of Angel?', 'Who was the screenwriter for Angel?']",36670,1132
744859,Victoria,2,"[1680080, 1680078]","['In what country is Victoria?', 'What is Victoria the capital of?']",63056,758
2834201,The Passenger,2,"[6279502, 6279505]","['Who was the producer of The Passenger?', 'Who was the screenwriter for The Passenger?']",6384,3100
1314626,Chris Jericho,2,"[3078887, 3078888]","[""What is Chris Jericho's occupation?"", 'What genre is Chris Jericho?']",75216,650
744719,Dragon,2,"[1679714, 1679718]","['What genre is Dragon?', 'Who was the director of Dragon?']",4816,3511
117309,So Fine,2,"[290375, 290380]","['What genre is So Fine?', 'Who was the composer of So Fine?']",1863,5167
17808,Alien,2,"[42744, 42757]","['What genre is Alien?', 'Who was the producer of Alien?']",273178,146
1210093,Carried Away,2,"[2819215, 2819216]","['Who was the producer of Carried Away?', 'Who was the director of Carried Away?']",1424,5698
2153115,Valentín,2,"[4887263, 4887264]","['Who was the director of Valentín?', 'Who was the screenwriter for Valentín?']",785,6998
2842041,Pip,2,"[6298749, 6298750]","['Who was the director of Pip?', 'Who was the screenwriter for Pip?']",2034,4990
2153804,The Commitments,2,"[4888552, 4888554]","['Who was the screenwriter for The Commitments?', 'Who was the composer of The Commitments?']",21912,1607
124806,Our Relations,2,"[307719, 307720]","['Who was the producer of Our Relations?', 'Who was the screenwriter for Our Relations?']",650,7431
117956,The Little Prince,2,"[291988, 291990]","['Who was the producer of The Little Prince?', 'Who was the composer of The Little Prince?']",2764,4399
1207774,Like It Was,2,"[2813734, 2813736]","['Who was the director of Like It Was?', 'Who was the screenwriter for Like It Was?']",172,10496
660241,The Cure,2,"[1478845, 1478846]","['Who was the director of The Cure?', 'Who was the screenwriter for The Cure?']",604,7589
803644,Alice of France,2,"[1823768, 1823769]","['Who is the father of Alice of France?', 'Who is the mother of Alice of France?']",949,6569
742292,Closer,2,"[1673320, 1673324]","['Who was the producer of Closer?', 'Who was the screenwriter for Closer?']",62010,769
2840278,Crash,2,"[6294647, 6294648]","['Who was the screenwriter for Crash?', 'Who was the composer of Crash?']",42821,1014
1217078,The Book,2,"[2836332, 2836334]","['What genre is The Book?', 'Who is the author of The Book?']",539,7858
1212731,T. S. Eliot,2,"[2825700, 2825693]","['Who is the father of T.\xa0S. Eliot?', 'What is the religion of T.\xa0S. Eliot?']",76305,636
799988,Family Law,2,"[1813983, 1813985]","['Who was the producer of Family Law?', 'Who was the director of Family Law?']",327,8953
2833674,Love Life,2,"[6278095, 6278097]","['Who was the screenwriter for Love Life?', 'Who was the composer of Love Life?']",582,7686
2923858,Gold,2,"[6511445, 6511444]","['Who was the screenwriter for Gold?', 'Who is the author of Gold?']",2505,4566
653956,Martin,2,"[1463819, 1463824]","['What genre is Martin?', 'Who was the director of Martin?']",10783,2450
16729,Nevada,2,"[40260, 40263]","['What genre is Nevada?', 'Who was the screenwriter for Nevada?']",452,8248
742172,James I of Aragon,2,"[1672999, 1672993]","['Who is the father of James I of Aragon?', 'What is the religion of James I of Aragon?']",8241,2778
1296494,Thor,2,"[3028806, 3028807]","['Who is the father of Thor?', 'Who is the mother of Thor?']",87051,543
667213,The Mighty,2,"[1495956, 1495957]","['Who was the director of The Mighty?', 'Who was the screenwriter for The Mighty?']",131,11129
2024668,Cousins,2,"[4590889, 4590890]","['Who was the director of Cousins?', 'Who was the screenwriter for Cousins?']",6171,3149
116373,The Guru,2,"[287980, 287985]","['What genre is The Guru?', 'Who was the director of The Guru?']",3885,3811
805282,You and Me,2,"[1828233, 1828237]","['Who was the producer of You and Me?', 'Who was the screenwriter for You and Me?']",606,7580
1311753,False Light,2,"[3070698, 3070699]","['Who was the director of False Light?', 'Who was the screenwriter for False Light?']",111,11518
744404,Open Season,2,"[1678849, 1678853]","['Who was the producer of Open Season?', 'Who was the director of Open Season?']",15652,1973
2921576,Trash,2,"[6505287, 6505291]","['Who was the producer of Trash?', 'Who was the screenwriter for Trash?']",2393,4656
2117163,Drama,1,[4810283],['Who was the producer of Drama?'],8398,2760
1856087,Getting to Know You,1,[4237006],['Who was the composer of Getting to Know You?'],1468,5646
1868857,Good Question,1,[4263258],['What genre is Good Question?'],128,11196
1856626,Ghazan Marri,1,[4238111],['Who is the father of Ghazan Marri?'],378,8655
1787731,Face,1,[4086275],['Who is the author of Face?'],602,7602
1868190,Gone Home,1,[4261875],['Who was the composer of Gone Home?'],12680,2225
1789725,Fallout: An American Nuclear Tragedy,1,[4090043],['Who is the author of Fallout: An American Nuclear Tragedy?'],372,8701
1865618,Goats,1,[4256836],['Who was the director of Goats?'],2244,4800
2116573,Road to Rhode Island,1,[4809076],['Who was the screenwriter for Road to Rhode Island?'],1498,5603
1790025,Family,1,[4090559],['Who was the director of Family?'],3887,3809
2155516,The Blair Witch Project,1,[4891952],['Who was the producer of The Blair Witch Project?'],172292,274
2155806,Georg Adolf Erman,1,[4892533],['Who is the father of Georg Adolf Erman?'],94,11849
1866662,Going Up,1,[4258960],['Who was the composer of Going Up?'],211,10036
1868154,Elite,1,[4261793],['Who is the author of Elite?'],10043,2535
1868168,Gone,1,[4261818],['Who was the director of Gone?'],845,6847
2117068,Kanojo wa Uso o Aishisugiteru,1,[4810130],['Who is the author of Kanojo wa Uso o Aishisugiteru?'],1456,5660
1790710,Fantasy,1,[4091852],['What genre is Fantasy?'],58,12557
1790214,Famous,1,[4090925],['Who was the composer of Famous?'],79,12130
2152772,Belair National Park,1,[4886491],['In what country is Belair National Park?'],304,9140
2157263,Kyaw Swe,1,[4895544],"[""What is Kyaw Swe's occupation?""]",97,11790
2156961,Kwak Hee-ju,1,[4894911],['What sport does Kwak Hee-ju play?'],81,12098
1787109,Alphaville,1,[4084926],['Who was the director of Alphaville?'],7382,2914
1862077,Glass,1,[4249578],['Who is the author of Glass?'],966,6534
1859498,Gillian Baverstock,1,[4244253],['Who is the father of Gillian Baverstock?'],2031,4995
1859536,Gillian Raine,1,[4244332],"[""What is Gillian Raine's occupation?""]",2206,4828
1788853,Fairview Outdoor School,1,[4088395],['In what country is Fairview Outdoor School?'],78,12147
1859754,Gimnasia y Esgrima de Santa Fe,1,[4244740],['What sport does Gimnasia y Esgrima de Santa Fe play?'],203,10129
1789640,Falling,1,[4089904],['Who is the author of Falling?'],83,12064
1859915,Ginger Punch,1,[4245073],['Who is the father of Ginger Punch?'],129,11175
1862073,Glass,1,[4249573],['Who was the director of Glass?'],138,11017
1789003,Faith,1,[4088684],['Who was the director of Faith?'],79,12129
2116047,Kamya Panjabi,1,[4807954],"[""What is Kamya Panjabi's occupation?""]",17881,1809
1860110,Giora Godik,1,[4245478],"[""What is Giora Godik's occupation?""]",98,11763
1789566,Berlin,1,[4089763],['Who was the director of Berlin?'],355,8806
1861958,Glas,1,[4249373],['Who is the author of Glas?'],706,7244
1860152,Simon Ntamwana,1,[4245583],['What is the religion of Simon Ntamwana?'],82,12076
1860601,Girl,1,[4246649],['Who is the author of Girl?'],107,11591
1789090,Faithful,1,[4088848],['What is the religion of Faithful?'],117,11395
1861800,Gladys Eleanor Guggenheim,1,[4249065],['Who is the father of Gladys Eleanor Guggenheim?'],287,9273
2118600,He,1,[4813008],['Who is the author of He?'],1033,6398
1860645,Jim Baker,1,[4246734],['In what city was Jim Baker born?'],87,11967
1789004,Faith,1,[4088686],['Who is the author of Faith?'],382,8632
1787887,Facing the Future,1,[4086555],['Who is the author of Facing the Future?'],9,13054
2117187,Count Palatine Joseph Charles of Sulzbach,1,[4810324],['Who is the father of Count Palatine Joseph Charles of Sulzbach?'],511,7977
1865492,Go for Broke!,1,[4256562],['Who was the producer of Go for Broke!?'],2094,4932
2117278,Kant and the Problem of Metaphysics,1,[4810475],['Who is the author of Kant and the Problem of Metaphysics?'],487,8081
2117928,Karahasanlı,1,[4811648],['In what country is Karahasanlı?'],27,13003
1857665,Giant Food,1,[4240400],['In what country is Giant Food?'],3492,3988
1865410,Go Go Amigo,1,[4256387],['Who was the director of Go Go Amigo?'],235,9753
1865406,Go Further,1,[4256378],['Who was the director of Go Further?'],309,9100
2154756,Kumail Nanjiani,1,[4890334],['What is the religion of Kumail Nanjiani?'],209468,230
2118473,Tukums,1,[4812706],['What is Tukums the capital of?'],968,6532
1865355,Go,1,[4256277],['Who is the author of Go?'],622,7537
1788324,Fail-Safe Investing,1,[4087450],['Who is the author of Fail-Safe Investing?'],392,8561
1865201,Gniazdo,1,[4255977],['Who was the director of Gniazdo?'],132,11118
1863752,Global,1,[4253032],['What genre is Global?'],127,11218
1862975,Glenn Albrecht,1,[4251288],"[""What is Glenn Albrecht's occupation?""]",631,7503
2118351,Young Sherlock Holmes,1,[4812412],['Who was the screenwriter for Young Sherlock Holmes?'],12870,2199
2154165,Kuczynka,1,[4889221],['In what country is Kuczynka?'],34,12936
1862137,Glasses,1,[4249696],['Who is the author of Glasses?'],206,10092
1788522,Fairfax M. Cone,1,[4087826],"[""What is Fairfax M. Cone's occupation?""]",112,11484
1857667,Giant,1,[4240402],['Who was the composer of Giant?'],640,7463
2101569,Jun,1,[4780419],['What genre is Jun?'],239,9709
1877083,Great Short Novels of Adult Fantasy I,1,[4280691],['Who is the author of Great Short Novels of Adult Fantasy I?'],89,11943
1876716,Great Day,1,[4280042],['Who was the director of Great Day?'],218,9946
1876702,Peter Paul Rubens,1,[4280000],['What genre is Peter Paul Rubens?'],31008,1278
2101602,Jun Murai,1,[4780493],['In what city was Jun Murai born?'],562,7758
1875873,Grape Festival,1,[4278425],['What genre is Grape Festival?'],141,10968
2161188,La Rival,1,[4903474],['Who was the director of La Rival?'],45,12797
2101649,Junction,1,[4780592],['What genre is Junction?'],165,10588
2102051,Meissen District,1,[4781423],['What is the capital of Meissen District?'],332,8925
1782967,Evergreen,1,[4076529],['What genre is Evergreen?'],1201,6076
2102544,No Entry,1,[4782494],['Who was the producer of No Entry?'],9429,2621
1784325,Excited,1,[4079370],['Who was the screenwriter for Excited?'],180,10405
1783035,Everley Gregg,1,[4076650],"[""What is Everley Gregg's occupation?""]",745,7113
2102820,Roybon,1,[4783073],['In what country is Roybon?'],106,11598
1783220,Every Third Thought,1,[4077060],['Who is the author of Every Third Thought?'],237,9733
2103045,Just So,1,[4783472],['Who was the composer of Just So?'],1000,6456
1875116,Grandville,1,[4276832],['Who is the author of Grandville?'],519,7945
1783363,Everyday Use,1,[4077343],['Who is the author of Everyday Use?'],6228,3133
1783388,Everyone,1,[4077394],['Who was the composer of Everyone?'],320,9023
2160361,The Song of the Suburbs,1,[4901964],['What genre is The Song of the Suburbs?'],75,12208
1874882,Grand Slam,1,[4276367],['Who was the producer of Grand Slam?'],581,7691
1874428,Granada Lions,1,[4275500],['What sport does Granada Lions play?'],73,12277
2103210,Justice,1,[4783797],['Who was the screenwriter for Justice?'],391,8564
2161014,Kids,1,[4903153],['Who was the screenwriter for Kids?'],71906,688
1883263,1999 Guatemalan general election,1,[4293068],['In what country is 1999 Guatemalan general election?'],297,9196
1780648,Europe,1,[4071572],['Who is the author of Europe?'],205,10109
1781147,Hunter,1,[4072528],['What genre is Hunter?'],500,8027
1781472,West Coast Region,1,[4073090],['What is the capital of West Coast Region?'],2899,4313
1883049,San Bernardo,1,[4292645],['What is San Bernardo the capital of?'],603,7595
1882925,Guadalupe Missionaries,1,[4292396],['What is the religion of Guadalupe Missionaries?'],87,11983
1882189,Growing Up,1,[4290975],['Who was the screenwriter for Growing Up?'],288,9272
1881163,Leif Claesson,1,[4288997],['Who is the father of Leif Claesson?'],57,12587
1881005,Griffin O'Neal,1,[4288607],"[""Who is the father of Griffin O'Neal?""]",16647,1895
1781676,Eva,1,[4073456],['Who is the author of Eva?'],388,8586
2099989,Julia de Asensi,1,[4776718],"[""What is Julia de Asensi's occupation?""]",73,12259
2101487,Jump,1,[4780252],['What genre is Jump?'],1469,5643
1880009,Gregorio Selser,1,[4286548],['In what city was Gregorio Selser born?'],55,12627
1879541,Greg Miller,1,[4285368],"[""What is Greg Miller's occupation?""]",761,7073
1877733,Greed,1,[4281795],['Who is the author of Greed?'],328,8950
2161492,La cruz,1,[4904058],['Who was the director of La cruz?'],76,12194
1877267,The Visit,1,[4281027],['Who was the director of The Visit?'],1161,6143
1781903,Evan Abraham,1,[4074008],['In what city was Evan Abraham born?'],78,12138
1782376,Eve,1,[4075110],['What genre is Eve?'],382,8628
2100404,Julie,1,[4777721],['Who was the composer of Julie?'],8667,2715
2101166,FC Internazionale Milano,1,[4779546],['What color is FC Internazionale Milano?'],162979,287
1877125,Anna Christie,1,[4280770],['Who was the director of Anna Christie?'],226,9860
2161289,Heinrich August Jäschke,1,[4903677],['In what city was Heinrich August Jäschke born?'],169,10520
2161504,Homework,1,[4904095],['Who was the director of Homework?'],334,8912
2111601,Arizona,1,[4798831],['Who was the screenwriter for Arizona?'],193,10265
1784801,Expectations,1,[4080248],['Who was the producer of Expectations?'],631,7505
1784859,Experience,1,[4080365],['Who is the author of Experience?'],310,9094
1870742,Gori Balmak,1,[4267804],['In what country is Gori Balmak?'],27,13000
1869768,Henk Bleker,1,[4265255],"[""What is Henk Bleker's occupation?""]",139,10987
2112778,Kailashey Kelenkari,1,[4801270],['Who was the screenwriter for Kailashey Kelenkari?'],519,7942
2113777,Kalateh-ye Safdarabad,1,[4803334],['In what country is Kalateh-ye Safdarabad?'],81,12092
2158471,Off the Black,1,[4898142],['What genre is Off the Black?'],397,8530
1869749,Gordie Gosse,1,[4265197],"[""What is Gordie Gosse's occupation?""]",150,10819
1868988,"Goodbye, Toby",1,[4263513],"['Who was the director of Goodbye, Toby?']",4940,3470
1868927,Good Value,1,[4263382],['Who is the author of Good Value?'],105,11625
2160182,Belly,1,[4901606],['Who was the screenwriter for Belly?'],17711,1820
1785057,Exposure,1,[4080704],['Who is the author of Exposure?'],126,11243
1785884,Velventos,1,[4082423],['In what country is Velventos?'],275,9374
1786582,FC Zalău,1,[4083907],['What sport does FC Zalău play?'],134,11094
2158093,Kärleken är,1,[4897422],['Who was the composer of Kärleken är?'],205,10104
1868891,Good Taste,1,[4263315],['Who is the author of Good Taste?'],212,10024
2158016,Jakob Kaiser,1,[4897248],['In what city was Jakob Kaiser born?'],499,8032
2114786,Maurice Le Boucher,1,[4805477],"[""What is Maurice Le Boucher's occupation?""]",83,12050
2115362,The Past,1,[4806695],['Who was the screenwriter for The Past?'],4077,3732
2115523,Archive,1,[4806996],['What genre is Archive?'],6929,2990
2115890,Scary Movie 3,1,[4807685],['Who was the director of Scary Movie 3?'],67560,715
1787045,FM,1,[4084789],['What genre is FM?'],1599,5481
2114413,Kallai Mattum,1,[4804637],['Who was the composer of Kallai Mattum?'],44,12821
2103263,Paris,1,[4783910],['Who was the screenwriter for Paris?'],225,9874
2159911,LOL,1,[4901059],['Who was the producer of LOL?'],1541,5549
1873961,Miami Vice,1,[4274535],['Who was the composer of Miami Vice?'],45805,971
1783441,Everything,1,[4077484],['Who is the author of Everything?'],90,11925
1873893,Graham Oates,1,[4274351],['What sport does Graham Oates play?'],186,10343
1873488,Graft,1,[4273280],['Who was the director of Graft?'],155,10752
1873053,Spring Hill College,1,[4272302],['What is the religion of Spring Hill College?'],2613,4482
2104383,Jääpeili,1,[4786363],['Who is the author of Jääpeili?'],50,12715
2105097,Come and Get It,1,[4788012],['Who was the producer of Come and Get It?'],4098,3729
1872744,Grace,1,[4271609],['Who was the screenwriter for Grace?'],85,12016
1872485,Matthew Underwood,1,[4271174],"[""What is Matthew Underwood's occupation?""]",161,10653
1784351,Excursions,1,[4079416],['Who was the composer of Excursions?'],363,8753
2105412,K. M. Beenamol,1,[4788687],['In what city was K. M. Beenamol born?'],1136,6185
1872069,Tom Sawyer Abroad,1,[4270353],['Who is the author of Tom Sawyer Abroad?'],2155,4874
2106513,Archer City,1,[4790558],['What is Archer City the capital of?'],2201,4834
1871914,Illinois State University,1,[4270058],['In what country is Illinois State University?'],10846,2442
2108197,KK,1,[4793244],['In what city was KK born?'],534,7874
2158529,The Front Page,1,[4898246],['Who was the screenwriter for The Front Page?'],2903,4311
2108539,KMEI-LP,1,[4793794],['In what country is KMEI-LP?'],27,13002
1783675,Świętokrzyskie Voivodeship,1,[4077985],['What is the capital of Świętokrzyskie Voivodeship?'],2797,4379
1783690,Evidence,1,[4078023],['Who was the producer of Evidence?'],107,11581
1871674,Gouverneur Morris II,1,[4269637],['Who is the father of Gouverneur Morris II?'],464,8186
1856054,Getting Married,1,[4236950],['Who is the author of Getting Married?'],510,7990
2109500,Red Road,1,[4795306],['Who was the screenwriter for Red Road?'],5214,3399
1872241,Gowie Corby Plays Chicken,1,[4270722],['Who is the author of Gowie Corby Plays Chicken?'],74,12254
2135123,Super Mario Sunshine,1,[4851283],['What genre is Super Mario Sunshine?'],12832,2205
1827444,Friendship,1,[4169645],['In what country is Friendship?'],324,8985
1827326,Friends,1,[4169456],['What genre is Friends?'],3855,3832
1826940,Friday,1,[4168629],['Who was the producer of Friday?'],1573,5513
1826704,James Anderson,1,[4168234],"[""What is James Anderson's occupation?""]",109,11540
1826643,Frequency,1,[4168123],"[""What is Frequency's occupation?""]",514,7961
1825713,Freedom Downtime,1,[4166393],['What genre is Freedom Downtime?'],367,8724
1825670,Freedom,1,[4166312],['Who was the screenwriter for Freedom?'],164,10618
2135198,Kambarsky District,1,[4851457],['What is the capital of Kambarsky District?'],62,12489
1800418,First Light,1,[4111253],['Who is the author of First Light?'],432,8348
1825665,Freedom,1,[4166304],['In what country is Freedom?'],96,11818
1800431,First Love,1,[4111296],['Who was the director of First Love?'],1388,5757
2144217,Kizhake Pogum Rail,1,[4869806],['Who was the director of Kizhake Pogum Rail?'],2596,4495
1851308,George Tintle,1,[4225256],['In what city was George Tintle born?'],102,11671
1825586,Free and Easy,1,[4166137],['Who was the director of Free and Easy?'],191,10285
2135299,Berlin,1,[4851661],['What is Berlin the capital of?'],163000,286
2144192,Time,1,[4869744],['Who was the composer of Time?'],7336,2931
1825504,Netherlands,1,[4165947],['What is the capital of Netherlands?'],416350,59
1824638,Frederick R. Koch,1,[4163788],['Who is the father of Frederick R. Koch?'],7135,2961
1823968,Frederick Dundas,1,[4161947],"[""What is Frederick Dundas's occupation?""]",66,12410
1823884,Frederick Converse Beach,1,[4161739],['Who is the father of Frederick Converse Beach?'],117,11384
1823740,Frederick Berry,1,[4161309],"[""What is Frederick Berry's occupation?""]",114,11441
1800554,First Position,1,[4111488],['What genre is First Position?'],935,6612
1800708,First Things First,1,[4111766],['Who is the author of First Things First?'],4193,3704
1821982,Women Who Work,1,[4156313],['Who was the director of Women Who Work?'],94,11851
1800817,First division,1,[4111969],['What sport does First division play?'],371,8708
1821469,Gino Coppedè,1,[4155023],"[""What is Gino Coppedè's occupation?""]",344,8864
1800544,First Person,1,[4111475],['Who was the director of First Person?'],344,8870
1830996,Pierre-Antoine Paulo,1,[4176391],['What is the religion of Pierre-Antoine Paulo?'],69,12360
2128816,Ken Irvin,1,[4836751],['In what city was Ken Irvin born?'],222,9897
1799084,Fingers,1,[4108797],['Who was the director of Fingers?'],59,12544
1829848,Fun,1,[4174435],['Who was the director of Fun?'],2294,4750
2130252,Kenneth Kennedy,1,[4840191],['What is the religion of Kenneth Kennedy?'],35,12932
1829558,Full Force,1,[4173872],['What genre is Full Force?'],224,9878
1799303,Biaroza District,1,[4109253],['What is the capital of Biaroza District?'],105,11636
2130291,Kenneth Leech,1,[4840287],['What is the religion of Kenneth Leech?'],495,8049
1799623,Fire,1,[4109854],['Who is the author of Fire?'],62,12487
1800020,First,1,[4110579],['Who was the producer of First?'],449,8266
1829063,William Lescaze,1,[4172941],"[""What is William Lescaze's occupation?""]",503,8013
1829016,Fuel,1,[4172863],['Who was the producer of Fuel?'],393,8555
2132509,Ed Wood,1,[4845097],['Who was the producer of Ed Wood?'],43109,1008
2144295,Roads of Kiarostami,1,[4869994],['Who was the screenwriter for Roads of Kiarostami?'],142,10957
1828618,Fruits,1,[4172061],['Who is the author of Fruits?'],47,12770
2133134,Nayak,1,[4846476],['Who was the composer of Nayak?'],2958,4277
1828521,Frozen,1,[4171892],['Who was the director of Frozen?'],335,8906
2146444,American Me,1,[4874250],['Who was the producer of American Me?'],21044,1658
1828160,From Time to Time,1,[4171187],['Who is the author of From Time to Time?'],446,8289
1800277,First Contact,1,[4111008],['Who is the author of First Contact?'],542,7842
1828130,Pulse,1,[4171137],['What genre is Pulse?'],10434,2482
1828117,From Now On,1,[4171110],['Who was the producer of From Now On?'],72,12299
1828035,From Above,1,[4170967],['Who was the composer of From Above?'],167,10565
2145475,Kno,1,[4872335],['In what country is Kno?'],816,6911
2134488,Top of the World,1,[4849971],['Who was the director of Top of the World?'],462,8195
1828014,Frogs,1,[4170919],['What genre is Frogs?'],340,8885
2144583,Klaus-Degenhard Schmidt,1,[4870620],['In what city was Klaus-Degenhard Schmidt born?'],25,13010
2133091,Charulata,1,[4846365],['Who was the screenwriter for Charulata?'],6333,3112
1810123,Olyokminsky District,1,[4128947],['What is the capital of Olyokminsky District?'],326,8972
1804424,Florence Marie Harsant,1,[4118504],['In what city was Florence Marie Harsant born?'],27,12997
2137261,Doubt,1,[4855615],['Who was the producer of Doubt?'],23729,1535
1804460,Florence Reed,1,[4118578],['Who is the mother of Florence Reed?'],642,7453
1809880,The Fall,1,[4128538],['Who was the producer of The Fall?'],15221,2002
1809004,Forever Young,1,[4126946],['Who was the screenwriter for Forever Young?'],313,9077
2137711,A Separation,1,[4856521],['Who was the producer of A Separation?'],13075,2168
2138326,The Spirit,1,[4857665],['Who was the screenwriter for The Spirit?'],16899,1879
1808517,Foreign Legion,1,[4126024],['What genre is Foreign Legion?'],380,8643
2143277,The Survivor,1,[4867859],['Who was the screenwriter for The Survivor?'],180,10404
1808161,Force,1,[4125379],['Who was the screenwriter for Force?'],14338,2059
1807907,For a Living,1,[4124871],['Who is the author of For a Living?'],37,12912
