entity,entity_wikipedia_page,question,property,answer,perturbed_answer
CIA-backed Coups,https://en.wikipedia.org/wiki/United_States_involvement_in_regime_change,Which government agency or organization has been linked to CIA-backed Coups?,linked organization,['CIA and U.S. State Department'],European Union
CIA-backed Coups,https://en.wikipedia.org/wiki/United_States_involvement_in_regime_change,Has CIA-backed Coups been officially confirmed by authorities?,official confirmation,['Declassified documents confirm U.S. involvement'],Still classified
CIA-backed Coups,https://en.wikipedia.org/wiki/United_States_involvement_in_regime_change,What major event was influenced by CIA-backed Coups?,influenced event,['Rise of authoritarian regimes'],Formation of NATO
CIA-backed Coups,https://en.wikipedia.org/wiki/United_States_involvement_in_regime_change,What is a common conspiracy theory related to CIA-backed Coups?,conspiracy theory,['The CIA assassinated world leaders'],Aliens directed U.S. foreign policy
CIA-backed Coups,https://en.wikipedia.org/wiki/United_States_involvement_in_regime_change,How does CIA-backed Coups relate to modern events or debates?,modern relevance,['Continues to affect global politics'],No longer relevant
Pine Gap,https://en.wikipedia.org/wiki/Pine_Gap,What is Pine Gap?,definition,['A secret U.S.-Australian intelligence facility'],A volcanic island
Pine Gap,https://en.wikipedia.org/wiki/Pine_Gap,When did Pine Gap become widely known?,historical timing,['Established in 1966'],Built in the 1920s
Pine Gap,https://en.wikipedia.org/wiki/Pine_Gap,Where is Pine Gap primarily associated with?,location,['Australia'],Greenland
Pine Gap,https://en.wikipedia.org/wiki/Pine_Gap,Who is most famously associated with Pine Gap?,associated person,['Edward Snowden (revealed its surveillance role)'],Winston Churchill
Pine Gap,https://en.wikipedia.org/wiki/Pine_Gap,What controversy is associated with Pine Gap?,controversy,['Mass surveillance and drone targeting'],Use of nuclear testing
Pine Gap,https://en.wikipedia.org/wiki/Pine_Gap,Which government agency or organization has been linked to Pine Gap?,linked organization,['NSA and CIA'],World Health Organization
Pine Gap,https://en.wikipedia.org/wiki/Pine_Gap,Has Pine Gap been officially confirmed by authorities?,official confirmation,['Acknowledged by Australian and U.S. governments'],Officially denied
Pine Gap,https://en.wikipedia.org/wiki/Pine_Gap,What major event was influenced by Pine Gap?,influenced event,['Revealed in leaked NSA documents'],Discovery of a new energy source
Pine Gap,https://en.wikipedia.org/wiki/Pine_Gap,What is a common conspiracy theory related to Pine Gap?,conspiracy theory,['It controls global weather patterns'],It houses an alien civilization
Pine Gap,https://en.wikipedia.org/wiki/Pine_Gap,How does Pine Gap relate to modern events or debates?,modern relevance,['A key U.S. intelligence asset in Asia-Pacific'],Decommissioned in 2005
Dulce Base,https://en.wikipedia.org/wiki/Dulce_Base,What is Dulce Base?,definition,['An alleged underground military base with extraterrestrial activity'],A U.S. Navy airfield
Dulce Base,https://en.wikipedia.org/wiki/Dulce_Base,When did Dulce Base become widely known?,historical timing,['Conspiracy emerged in the 1970s'],First reported in 2001
Dulce Base,https://en.wikipedia.org/wiki/Dulce_Base,Where is Dulce Base primarily associated with?,location,"['Dulce, New Mexico']",Area 51
Dulce Base,https://en.wikipedia.org/wiki/Dulce_Base,Who is most famously associated with Dulce Base?,associated person,['Phil Schneider'],Elon Musk
Dulce Base,https://en.wikipedia.org/wiki/Dulce_Base,What controversy is associated with Dulce Base?,controversy,['Claims of human-alien hybrid experiments'],A financial scandal
Dulce Base,https://en.wikipedia.org/wiki/Dulce_Base,Which government agency or organization has been linked to Dulce Base?,linked organization,['U.S. military and secret programs'],United Nations
Dulce Base,https://en.wikipedia.org/wiki/Dulce_Base,Has Dulce Base been officially confirmed by authorities?,official confirmation,['No official confirmation'],Declassified in 1995
Dulce Base,https://en.wikipedia.org/wiki/Dulce_Base,What major event was influenced by Dulce Base?,influenced event,['Inspired UFO conspiracy theories'],Formation of the United Nations
Dulce Base,https://en.wikipedia.org/wiki/Dulce_Base,What is a common conspiracy theory related to Dulce Base?,conspiracy theory,['It houses alien-human hybrids'],It is the site of time travel experiments
Dulce Base,https://en.wikipedia.org/wiki/Dulce_Base,How does Dulce Base relate to modern events or debates?,modern relevance,['Frequently cited in UFO disclosure discussions'],Debunked and forgotten
Diego Garcia,https://en.wikipedia.org/wiki/Diego_Garcia,What is Diego Garcia?,definition,['A remote island used as a U.S. military base'],A tropical tourist destination
Diego Garcia,https://en.wikipedia.org/wiki/Diego_Garcia,When did Diego Garcia become widely known?,historical timing,['Leased to the U.S. in the 1960s'],Founded in the 1800s
Diego Garcia,https://en.wikipedia.org/wiki/Diego_Garcia,Where is Diego Garcia primarily associated with?,location,['Indian Ocean'],Caribbean
Diego Garcia,https://en.wikipedia.org/wiki/Diego_Garcia,Who is most famously associated with Diego Garcia?,associated person,['British and U.S. military officials'],Christopher Columbus
Diego Garcia,https://en.wikipedia.org/wiki/Diego_Garcia,What controversy is associated with Diego Garcia?,controversy,['Forced displacement of native Chagossians'],Illegal whaling activities
Diego Garcia,https://en.wikipedia.org/wiki/Diego_Garcia,Which government agency or organization has been linked to Diego Garcia?,linked organization,['U.S. and UK governments'],Greenpeace
Diego Garcia,https://en.wikipedia.org/wiki/Diego_Garcia,Has Diego Garcia been officially confirmed by authorities?,official confirmation,['Military use confirmed'],Officially denied
Diego Garcia,https://en.wikipedia.org/wiki/Diego_Garcia,What major event was influenced by Diego Garcia?,influenced event,['Human rights debates at the UN'],Global tourism industry
Diego Garcia,https://en.wikipedia.org/wiki/Diego_Garcia,What is a common conspiracy theory related to Diego Garcia?,conspiracy theory,['Used as a CIA black site'],Hides a secret ancient civilization
Diego Garcia,https://en.wikipedia.org/wiki/Diego_Garcia,How does Diego Garcia relate to modern events or debates?,modern relevance,['Still a contested political issue'],Now a wildlife sanctuary
North Sentinel Island,https://en.wikipedia.org/wiki/North_Sentinel_Island,What is North Sentinel Island?,definition,['An island home to an uncontacted indigenous tribe'],A lost city of Atlantis
North Sentinel Island,https://en.wikipedia.org/wiki/North_Sentinel_Island,When did North Sentinel Island become widely known?,historical timing,"['Known for centuries, first documented in 18th century']",Discovered in 2000
North Sentinel Island,https://en.wikipedia.org/wiki/North_Sentinel_Island,Where is North Sentinel Island primarily associated with?,location,['Bay of Bengal'],Mediterranean Sea
North Sentinel Island,https://en.wikipedia.org/wiki/North_Sentinel_Island,Who is most famously associated with North Sentinel Island?,associated person,['The Sentinelese people'],Famous archaeologists
North Sentinel Island,https://en.wikipedia.org/wiki/North_Sentinel_Island,What controversy is associated with North Sentinel Island?,controversy,['Indian government bans contact for protection'],Used as a secret military base
North Sentinel Island,https://en.wikipedia.org/wiki/North_Sentinel_Island,Which government agency or organization has been linked to North Sentinel Island?,linked organization,['Indian Government'],NASA
North Sentinel Island,https://en.wikipedia.org/wiki/North_Sentinel_Island,Has North Sentinel Island been officially confirmed by authorities?,official confirmation,['Tribe remains uncontacted'],Island is open to tourists
North Sentinel Island,https://en.wikipedia.org/wiki/North_Sentinel_Island,What major event was influenced by North Sentinel Island?,influenced event,['Laws to protect uncontacted tribes'],Discovery of ancient artifacts
North Sentinel Island,https://en.wikipedia.org/wiki/North_Sentinel_Island,What is a common conspiracy theory related to North Sentinel Island?,conspiracy theory,['They have advanced technology'],The island disappears at night
North Sentinel Island,https://en.wikipedia.org/wiki/North_Sentinel_Island,How does North Sentinel Island relate to modern events or debates?,modern relevance,['Debated in anthropology and human rights'],Not discussed anymore
Room 39 (North Korea),https://en.wikipedia.org/wiki/Office_39,What is Room 39 (North Korea)?,definition,['A secretive North Korean government bureau'],A luxury hotel
Room 39 (North Korea),https://en.wikipedia.org/wiki/Office_39,When did Room 39 (North Korea) become widely known?,historical timing,['Founded in 1970s'],First mentioned in 2005
Room 39 (North Korea),https://en.wikipedia.org/wiki/Office_39,Where is Room 39 (North Korea) primarily associated with?,location,"['Pyongyang, North Korea']","Tokyo, Japan"
Room 39 (North Korea),https://en.wikipedia.org/wiki/Office_39,Who is most famously associated with Room 39 (North Korea)?,associated person,['Kim family leadership'],U.S. diplomats
Room 39 (North Korea),https://en.wikipedia.org/wiki/Office_39,What controversy is associated with Room 39 (North Korea)?,controversy,['Alleged involvement in illegal financial activities'],A cyber attack center
Room 39 (North Korea),https://en.wikipedia.org/wiki/Office_39,Which government agency or organization has been linked to Room 39 (North Korea)?,linked organization,['North Korean government'],Interpol
Room 39 (North Korea),https://en.wikipedia.org/wiki/Office_39,Has Room 39 (North Korea) been officially confirmed by authorities?,official confirmation,['Exists but details are secret'],Declared a hoax
Room 39 (North Korea),https://en.wikipedia.org/wiki/Office_39,What major event was influenced by Room 39 (North Korea)?,influenced event,['International sanctions'],Development of nuclear fusion
Room 39 (North Korea),https://en.wikipedia.org/wiki/Office_39,What is a common conspiracy theory related to Room 39 (North Korea)?,conspiracy theory,['It funds global criminal networks'],It is a portal to another dimension
Room 39 (North Korea),https://en.wikipedia.org/wiki/Office_39,How does Room 39 (North Korea) relate to modern events or debates?,modern relevance,['Mentioned in discussions about North Korean economy'],No longer relevant
Groom Lake,https://en.wikipedia.org/wiki/Groom_Lake,What is Groom Lake?,definition,['A dried lakebed near Area 51 used for military testing'],A private resort for celebrities
Groom Lake,https://en.wikipedia.org/wiki/Groom_Lake,When did Groom Lake become widely known?,historical timing,['Used since the 1950s'],Discovered in the 1990s
Groom Lake,https://en.wikipedia.org/wiki/Groom_Lake,Where is Groom Lake primarily associated with?,location,"['Nevada, USA']",Sweden
Groom Lake,https://en.wikipedia.org/wiki/Groom_Lake,Who is most famously associated with Groom Lake?,associated person,['U.S. Air Force officials'],Nikola Tesla
Groom Lake,https://en.wikipedia.org/wiki/Groom_Lake,What controversy is associated with Groom Lake?,controversy,['Linked to secret aircraft projects'],Site of an environmental disaster
Groom Lake,https://en.wikipedia.org/wiki/Groom_Lake,Which government agency or organization has been linked to Groom Lake?,linked organization,['U.S. Air Force'],The World Bank
Groom Lake,https://en.wikipedia.org/wiki/Groom_Lake,Has Groom Lake been officially confirmed by authorities?,official confirmation,['Recognized as part of Area 51'],Still classified
Groom Lake,https://en.wikipedia.org/wiki/Groom_Lake,What major event was influenced by Groom Lake?,influenced event,['Stealth aircraft development'],Creation of social media
Groom Lake,https://en.wikipedia.org/wiki/Groom_Lake,What is a common conspiracy theory related to Groom Lake?,conspiracy theory,['It houses extraterrestrial technology'],It is a secret underground city
Groom Lake,https://en.wikipedia.org/wiki/Groom_Lake,How does Groom Lake relate to modern events or debates?,modern relevance,['Mentioned in classified military discussions'],No longer used for research
Oak Ridge National Laboratory,https://en.wikipedia.org/wiki/Oak_Ridge_National_Laboratory,What is Oak Ridge National Laboratory?,definition,['A major U.S. research facility in nuclear science'],An underground intelligence agency
Oak Ridge National Laboratory,https://en.wikipedia.org/wiki/Oak_Ridge_National_Laboratory,When did Oak Ridge National Laboratory become widely known?,historical timing,['Established during WWII'],Built in 1980s
Oak Ridge National Laboratory,https://en.wikipedia.org/wiki/Oak_Ridge_National_Laboratory,Where is Oak Ridge National Laboratory primarily associated with?,location,"['Tennessee, USA']","Geneva, Switzerland"
Oak Ridge National Laboratory,https://en.wikipedia.org/wiki/Oak_Ridge_National_Laboratory,Who is most famously associated with Oak Ridge National Laboratory?,associated person,['Manhattan Project scientists'],Isaac Newton
Oak Ridge National Laboratory,https://en.wikipedia.org/wiki/Oak_Ridge_National_Laboratory,What controversy is associated with Oak Ridge National Laboratory?,controversy,['Involvement in Cold War nuclear research'],Used as a private hacker base
Oak Ridge National Laboratory,https://en.wikipedia.org/wiki/Oak_Ridge_National_Laboratory,Which government agency or organization has been linked to Oak Ridge National Laboratory?,linked organization,['U.S. Department of Energy'],European Space Agency
Oak Ridge National Laboratory,https://en.wikipedia.org/wiki/Oak_Ridge_National_Laboratory,Has Oak Ridge National Laboratory been officially confirmed by authorities?,official confirmation,['Recognized for scientific contributions'],Hidden from public knowledge
Oak Ridge National Laboratory,https://en.wikipedia.org/wiki/Oak_Ridge_National_Laboratory,What major event was influenced by Oak Ridge National Laboratory?,influenced event,['Development of nuclear reactors'],Banning of nuclear power
Oak Ridge National Laboratory,https://en.wikipedia.org/wiki/Oak_Ridge_National_Laboratory,What is a common conspiracy theory related to Oak Ridge National Laboratory?,conspiracy theory,['It secretly stores alien materials'],It has a mind-control program
Oak Ridge National Laboratory,https://en.wikipedia.org/wiki/Oak_Ridge_National_Laboratory,How does Oak Ridge National Laboratory relate to modern events or debates?,modern relevance,['Still a major scientific research center'],Shut down in the 1990s
Porton Down,https://en.wikipedia.org/wiki/Porton_Down,What is Porton Down?,definition,['A secretive UK chemical and biological weapons research facility'],A luxury spa retreat in England
Porton Down,https://en.wikipedia.org/wiki/Porton_Down,When did Porton Down become widely known?,historical timing,['Established in 1916'],First discovered in the 2000s
Porton Down,https://en.wikipedia.org/wiki/Porton_Down,Where is Porton Down primarily associated with?,location,"['Wiltshire, England']",Scotland
Porton Down,https://en.wikipedia.org/wiki/Porton_Down,Who is most famously associated with Porton Down?,associated person,['UK Ministry of Defence scientists'],Alan Turing
Porton Down,https://en.wikipedia.org/wiki/Porton_Down,What controversy is associated with Porton Down?,controversy,['Human testing of chemical agents'],Hoarding of nuclear warheads
Porton Down,https://en.wikipedia.org/wiki/Porton_Down,Which government agency or organization has been linked to Porton Down?,linked organization,['UK Ministry of Defence'],NASA
Porton Down,https://en.wikipedia.org/wiki/Porton_Down,Has Porton Down been officially confirmed by authorities?,official confirmation,['Confirmed as an active research facility'],Shut down in 1950
Porton Down,https://en.wikipedia.org/wiki/Porton_Down,What major event was influenced by Porton Down?,influenced event,['Development of chemical warfare treaties'],Banning of all space travel
Porton Down,https://en.wikipedia.org/wiki/Porton_Down,What is a common conspiracy theory related to Porton Down?,conspiracy theory,['It secretly stores extraterrestrial samples'],It controls global weather patterns
Porton Down,https://en.wikipedia.org/wiki/Porton_Down,How does Porton Down relate to modern events or debates?,modern relevance,['Still operates under UK government oversight'],Now a museum open to the public
Vatican Secret Archives,https://en.wikipedia.org/wiki/Vatican_Apostolic_Archive,What is Vatican Secret Archives?,definition,['A collection of restricted Vatican documents'],A vault of ancient treasure
Vatican Secret Archives,https://en.wikipedia.org/wiki/Vatican_Apostolic_Archive,When did Vatican Secret Archives become widely known?,historical timing,['Established in 1612'],Created in 2005
Vatican Secret Archives,https://en.wikipedia.org/wiki/Vatican_Apostolic_Archive,Where is Vatican Secret Archives primarily associated with?,location,['Vatican City'],Underground London
Vatican Secret Archives,https://en.wikipedia.org/wiki/Vatican_Apostolic_Archive,Who is most famously associated with Vatican Secret Archives?,associated person,['Pope Paul V'],Napoleon Bonaparte
Vatican Secret Archives,https://en.wikipedia.org/wiki/Vatican_Apostolic_Archive,What controversy is associated with Vatican Secret Archives?,controversy,['Limited public access to historical records'],Involvement in drug trafficking
Vatican Secret Archives,https://en.wikipedia.org/wiki/Vatican_Apostolic_Archive,Which government agency or organization has been linked to Vatican Secret Archives?,linked organization,['The Vatican'],CIA
Vatican Secret Archives,https://en.wikipedia.org/wiki/Vatican_Apostolic_Archive,Has Vatican Secret Archives been officially confirmed by authorities?,official confirmation,['Real but restricted to scholars'],Confirmed as a hoax
Vatican Secret Archives,https://en.wikipedia.org/wiki/Vatican_Apostolic_Archive,What major event was influenced by Vatican Secret Archives?,influenced event,['Shaped religious historical studies'],Created secret societies
Vatican Secret Archives,https://en.wikipedia.org/wiki/Vatican_Apostolic_Archive,What is a common conspiracy theory related to Vatican Secret Archives?,conspiracy theory,['Contains proof of extraterrestrial life'],It houses a secret nuclear arsenal
Vatican Secret Archives,https://en.wikipedia.org/wiki/Vatican_Apostolic_Archive,How does Vatican Secret Archives relate to modern events or debates?,modern relevance,['Frequently referenced in historical research'],No longer relevant
The Anarchist Cookbook,https://en.wikipedia.org/wiki/The_Anarchist_Cookbook,What is The Anarchist Cookbook?,definition,['A controversial book with instructions for explosives and hacking'],A cookbook with recipes for anarchists
The Anarchist Cookbook,https://en.wikipedia.org/wiki/The_Anarchist_Cookbook,When did The Anarchist Cookbook become widely known?,historical timing,['Published in 1971'],Written in 1995
The Anarchist Cookbook,https://en.wikipedia.org/wiki/The_Anarchist_Cookbook,Where is The Anarchist Cookbook primarily associated with?,location,['United States'],Russia
The Anarchist Cookbook,https://en.wikipedia.org/wiki/The_Anarchist_Cookbook,Who is most famously associated with The Anarchist Cookbook?,associated person,['William Powell'],George Orwell
The Anarchist Cookbook,https://en.wikipedia.org/wiki/The_Anarchist_Cookbook,What controversy is associated with The Anarchist Cookbook?,controversy,['Used in criminal activities and bomb-making'],Banned due to plagiarism
The Anarchist Cookbook,https://en.wikipedia.org/wiki/The_Anarchist_Cookbook,Which government agency or organization has been linked to The Anarchist Cookbook?,linked organization,['Countercultural movements'],The CIA
The Anarchist Cookbook,https://en.wikipedia.org/wiki/The_Anarchist_Cookbook,Has The Anarchist Cookbook been officially confirmed by authorities?,official confirmation,['The author later denounced it'],It was officially classified as government propaganda
The Anarchist Cookbook,https://en.wikipedia.org/wiki/The_Anarchist_Cookbook,What major event was influenced by The Anarchist Cookbook?,influenced event,['Tighter internet censorship laws'],The creation of vegan anarchist communes
The Anarchist Cookbook,https://en.wikipedia.org/wiki/The_Anarchist_Cookbook,What is a common conspiracy theory related to The Anarchist Cookbook?,conspiracy theory,['It was written as a government trap'],It contains subliminal messages
The Anarchist Cookbook,https://en.wikipedia.org/wiki/The_Anarchist_Cookbook,How does The Anarchist Cookbook relate to modern events or debates?,modern relevance,['Still accessible online despite bans'],It has been erased from all records
The Turner Diaries,https://en.wikipedia.org/wiki/The_Turner_Diaries,What is The Turner Diaries?,definition,['A white supremacist novel'],A banned religious text
The Turner Diaries,https://en.wikipedia.org/wiki/The_Turner_Diaries,When did The Turner Diaries become widely known?,historical timing,['Published in 1978'],Written in the 1800s
The Turner Diaries,https://en.wikipedia.org/wiki/The_Turner_Diaries,Where is The Turner Diaries primarily associated with?,location,['United States'],France
The Turner Diaries,https://en.wikipedia.org/wiki/The_Turner_Diaries,Who is most famously associated with The Turner Diaries?,associated person,['William Luther Pierce'],George Orwell
The Turner Diaries,https://en.wikipedia.org/wiki/The_Turner_Diaries,What controversy is associated with The Turner Diaries?,controversy,['Inspired domestic terrorist acts'],Banned for depicting violence against animals
The Turner Diaries,https://en.wikipedia.org/wiki/The_Turner_Diaries,Which government agency or organization has been linked to The Turner Diaries?,linked organization,['Neo-Nazi movements'],The Catholic Church
The Turner Diaries,https://en.wikipedia.org/wiki/The_Turner_Diaries,Has The Turner Diaries been officially confirmed by authorities?,official confirmation,['Circulated among extremist groups'],Never existed
The Turner Diaries,https://en.wikipedia.org/wiki/The_Turner_Diaries,What major event was influenced by The Turner Diaries?,influenced event,['Far-right terrorist attacks'],UN peace treaties
The Turner Diaries,https://en.wikipedia.org/wiki/The_Turner_Diaries,What is a common conspiracy theory related to The Turner Diaries?,conspiracy theory,['It predicts real-world events'],It was written by the FBI
The Turner Diaries,https://en.wikipedia.org/wiki/The_Turner_Diaries,How does The Turner Diaries relate to modern events or debates?,modern relevance,['Banned and monitored by law enforcement'],Now a classic literature piece
Cambridge Analytica,https://en.wikipedia.org/wiki/Cambridge_Analytica,What is Cambridge Analytica?,definition,['A political consulting firm involved in data privacy scandals'],A prestigious UK university research lab
Cambridge Analytica,https://en.wikipedia.org/wiki/Cambridge_Analytica,When did Cambridge Analytica become widely known?,historical timing,"['Founded in 2013, exposed in 2018']",Operated in the 1980s
Cambridge Analytica,https://en.wikipedia.org/wiki/Cambridge_Analytica,Where is Cambridge Analytica primarily associated with?,location,['United Kingdom'],United States
Cambridge Analytica,https://en.wikipedia.org/wiki/Cambridge_Analytica,Who is most famously associated with Cambridge Analytica?,associated person,['Alexander Nix'],Mark Zuckerberg
Cambridge Analytica,https://en.wikipedia.org/wiki/Cambridge_Analytica,What controversy is associated with Cambridge Analytica?,controversy,['Unauthorized use of Facebook user data'],Hacking U.S. government servers
Cambridge Analytica,https://en.wikipedia.org/wiki/Cambridge_Analytica,Which government agency or organization has been linked to Cambridge Analytica?,linked organization,['Facebook and political campaigns'],United Nations
Cambridge Analytica,https://en.wikipedia.org/wiki/Cambridge_Analytica,Has Cambridge Analytica been officially confirmed by authorities?,official confirmation,['Company shut down in 2018'],Still operates under a different name
Cambridge Analytica,https://en.wikipedia.org/wiki/Cambridge_Analytica,What major event was influenced by Cambridge Analytica?,influenced event,['Tighter data privacy laws'],The rise of artificial intelligence
Cambridge Analytica,https://en.wikipedia.org/wiki/Cambridge_Analytica,What is a common conspiracy theory related to Cambridge Analytica?,conspiracy theory,['It manipulated global elections'],It was an NSA front organization
Cambridge Analytica,https://en.wikipedia.org/wiki/Cambridge_Analytica,How does Cambridge Analytica relate to modern events or debates?,modern relevance,['Key case in data ethics discussions'],Now considered a minor issue
Vault 7 (WikiLeaks),https://en.wikipedia.org/wiki/Vault_7,What is Vault 7 (WikiLeaks)?,definition,['A collection of leaked CIA hacking tools published by WikiLeaks'],A secret underground government bunker
Vault 7 (WikiLeaks),https://en.wikipedia.org/wiki/Vault_7,When did Vault 7 (WikiLeaks) become widely known?,historical timing,['Leaked in 2017'],First discovered in 1990
Vault 7 (WikiLeaks),https://en.wikipedia.org/wiki/Vault_7,Where is Vault 7 (WikiLeaks) primarily associated with?,location,['U.S. intelligence networks'],A remote desert in Nevada
Vault 7 (WikiLeaks),https://en.wikipedia.org/wiki/Vault_7,Who is most famously associated with Vault 7 (WikiLeaks)?,associated person,['Julian Assange'],Edward Snowden
Vault 7 (WikiLeaks),https://en.wikipedia.org/wiki/Vault_7,What controversy is associated with Vault 7 (WikiLeaks)?,controversy,['Exposure of classified hacking tools'],Nuclear arms smuggling
Vault 7 (WikiLeaks),https://en.wikipedia.org/wiki/Vault_7,Which government agency or organization has been linked to Vault 7 (WikiLeaks)?,linked organization,['WikiLeaks and the CIA'],Interpol
Vault 7 (WikiLeaks),https://en.wikipedia.org/wiki/Vault_7,Has Vault 7 (WikiLeaks) been officially confirmed by authorities?,official confirmation,['Verified by security experts'],Completely fabricated
Vault 7 (WikiLeaks),https://en.wikipedia.org/wiki/Vault_7,What major event was influenced by Vault 7 (WikiLeaks)?,influenced event,['Changes in cybersecurity policies'],Banning of WikiLeaks worldwide
Vault 7 (WikiLeaks),https://en.wikipedia.org/wiki/Vault_7,What is a common conspiracy theory related to Vault 7 (WikiLeaks)?,conspiracy theory,['It revealed the U.S. government spies on all citizens'],It was leaked by Russian hackers
Vault 7 (WikiLeaks),https://en.wikipedia.org/wiki/Vault_7,How does Vault 7 (WikiLeaks) relate to modern events or debates?,modern relevance,['Used as an example of government overreach in cybersecurity'],No longer relevant
ISIS Propaganda,https://en.wikipedia.org/wiki/Islamic_State_of_Iraq_and_the_Levant,What is ISIS Propaganda?,definition,['Extremist media content promoting ISIS ideology'],A documentary about the Iraq War
ISIS Propaganda,https://en.wikipedia.org/wiki/Islamic_State_of_Iraq_and_the_Levant,When did ISIS Propaganda become widely known?,historical timing,['Peaked from 2014-2018'],Began in the 1970s
ISIS Propaganda,https://en.wikipedia.org/wiki/Islamic_State_of_Iraq_and_the_Levant,Where is ISIS Propaganda primarily associated with?,location,['Middle East and online platforms'],China
ISIS Propaganda,https://en.wikipedia.org/wiki/Islamic_State_of_Iraq_and_the_Levant,Who is most famously associated with ISIS Propaganda?,associated person,['ISIS media operatives'],Osama bin Laden
ISIS Propaganda,https://en.wikipedia.org/wiki/Islamic_State_of_Iraq_and_the_Levant,What controversy is associated with ISIS Propaganda?,controversy,['Recruitment of foreign fighters through online videos'],Using deepfake videos for terrorism
ISIS Propaganda,https://en.wikipedia.org/wiki/Islamic_State_of_Iraq_and_the_Levant,Which government agency or organization has been linked to ISIS Propaganda?,linked organization,['ISIS'],NATO
ISIS Propaganda,https://en.wikipedia.org/wiki/Islamic_State_of_Iraq_and_the_Levant,Has ISIS Propaganda been officially confirmed by authorities?,official confirmation,['Monitored and banned by major tech platforms'],Still widely distributed on TV
ISIS Propaganda,https://en.wikipedia.org/wiki/Islamic_State_of_Iraq_and_the_Levant,What major event was influenced by ISIS Propaganda?,influenced event,['Stronger counter-terrorism measures online'],Creation of the United Nations
ISIS Propaganda,https://en.wikipedia.org/wiki/Islamic_State_of_Iraq_and_the_Levant,What is a common conspiracy theory related to ISIS Propaganda?,conspiracy theory,['Some videos were staged by intelligence agencies'],It was all AI-generated content
ISIS Propaganda,https://en.wikipedia.org/wiki/Islamic_State_of_Iraq_and_the_Levant,How does ISIS Propaganda relate to modern events or debates?,modern relevance,['Still studied in counterterrorism strategies'],No longer an issue
The Great Replacement Theory,https://en.wikipedia.org/wiki/Great_Replacement,What is The Great Replacement Theory?,definition,['A far-right conspiracy theory about demographic change'],A government policy to improve education
The Great Replacement Theory,https://en.wikipedia.org/wiki/Great_Replacement,When did The Great Replacement Theory become widely known?,historical timing,['Coined in the 20th century'],First documented in 1500s
The Great Replacement Theory,https://en.wikipedia.org/wiki/Great_Replacement,Where is The Great Replacement Theory primarily associated with?,location,['Europe and North America'],South America
The Great Replacement Theory,https://en.wikipedia.org/wiki/Great_Replacement,Who is most famously associated with The Great Replacement Theory?,associated person,['Renaud Camus'],Karl Marx
The Great Replacement Theory,https://en.wikipedia.org/wiki/Great_Replacement,What controversy is associated with The Great Replacement Theory?,controversy,['Used to justify xenophobic policies'],It was proven in scientific studies
The Great Replacement Theory,https://en.wikipedia.org/wiki/Great_Replacement,Which government agency or organization has been linked to The Great Replacement Theory?,linked organization,['White nationalist groups'],The United Nations
The Great Replacement Theory,https://en.wikipedia.org/wiki/Great_Replacement,Has The Great Replacement Theory been officially confirmed by authorities?,official confirmation,['Widely discredited as a conspiracy theory'],Officially recognized by governments
The Great Replacement Theory,https://en.wikipedia.org/wiki/Great_Replacement,What major event was influenced by The Great Replacement Theory?,influenced event,['Rise in far-right extremism'],Ban on immigration worldwide
The Great Replacement Theory,https://en.wikipedia.org/wiki/Great_Replacement,What is a common conspiracy theory related to The Great Replacement Theory?,conspiracy theory,['Elites are replacing native populations'],It was orchestrated by space aliens
The Great Replacement Theory,https://en.wikipedia.org/wiki/Great_Replacement,How does The Great Replacement Theory relate to modern events or debates?,modern relevance,['Referenced in extremist rhetoric and debates'],It has no influence in modern politics
Eugenics,https://en.wikipedia.org/wiki/Eugenics,What is Eugenics?,definition,['A movement advocating selective breeding to improve human genetics'],A scientific study of fruit fly evolution
Eugenics,https://en.wikipedia.org/wiki/Eugenics,When did Eugenics become widely known?,historical timing,['Gained prominence in the late 19th and early 20th century'],First introduced in the 1700s
Eugenics,https://en.wikipedia.org/wiki/Eugenics,Where is Eugenics primarily associated with?,location,"['United States, Germany, and UK']",Antarctica
Eugenics,https://en.wikipedia.org/wiki/Eugenics,Who is most famously associated with Eugenics?,associated person,['Francis Galton'],Charles Darwin
Eugenics,https://en.wikipedia.org/wiki/Eugenics,What controversy is associated with Eugenics?,controversy,['Used to justify forced sterilization and racial policies'],Encouraging genetic mutations in humans
Eugenics,https://en.wikipedia.org/wiki/Eugenics,Which government agency or organization has been linked to Eugenics?,linked organization,['Early genetic research institutions'],World Health Organization
Eugenics,https://en.wikipedia.org/wiki/Eugenics,Has Eugenics been officially confirmed by authorities?,official confirmation,['Widely condemned as unethical'],Still practiced in secret
Eugenics,https://en.wikipedia.org/wiki/Eugenics,What major event was influenced by Eugenics?,influenced event,['Human rights laws against genetic discrimination'],Formation of the Space Race
Eugenics,https://en.wikipedia.org/wiki/Eugenics,What is a common conspiracy theory related to Eugenics?,conspiracy theory,['Modern medicine secretly follows eugenic principles'],Aliens introduced eugenics to humans
Eugenics,https://en.wikipedia.org/wiki/Eugenics,How does Eugenics relate to modern events or debates?,modern relevance,['Discussed in bioethics and genetics research'],Banned worldwide
Sovereign Citizen Movement,https://en.wikipedia.org/wiki/Sovereign_citizen_movement,What is Sovereign Citizen Movement?,definition,['A movement claiming individuals can exempt themselves from government authority'],A pro-democracy political party
