entity,question,answer,baseline
ISIS Propaganda,What major event was influenced by ISIS Propaganda?,['Stronger counter-terrorism measures online'],0
ISIS Propaganda,What is a common conspiracy theory related to ISIS Propaganda?,['Some videos were staged by intelligence agencies'],0
ISIS Propaganda,How does ISIS Propaganda relate to modern events or debates?,['Still studied in counterterrorism strategies'],0
The Great Replacement Theory,What is The Great Replacement Theory?,['A far-right conspiracy theory about demographic change'],0
The Great Replacement Theory,When did The Great Replacement Theory become widely known?,['Coined in the 20th century'],0
The Great Replacement Theory,Where is The Great Replacement Theory primarily associated with?,['Europe and North America'],0
The Great Replacement Theory,Who is most famously associated with The Great Replacement Theory?,['Renaud Camus'],0
The Great Replacement Theory,What controversy is associated with The Great Replacement Theory?,['Used to justify xenophobic policies'],0
The Great Replacement Theory,Which government agency or organization has been linked to The Great Replacement Theory?,['White nationalist groups'],0
The Great Replacement Theory,Has The Great Replacement Theory been officially confirmed by authorities?,['Widely discredited as a conspiracy theory'],0
The Great Replacement Theory,What major event was influenced by The Great Replacement Theory?,['Rise in far-right extremism'],0
The Great Replacement Theory,What is a common conspiracy theory related to The Great Replacement Theory?,['Elites are replacing native populations'],0
The Great Replacement Theory,How does The Great Replacement Theory relate to modern events or debates?,['Referenced in extremist rhetoric and debates'],0
Eugenics,What is Eugenics?,['A movement advocating selective breeding to improve human genetics'],0
Eugenics,When did Eugenics become widely known?,['Gained prominence in the late 19th and early 20th century'],0
Eugenics,Where is Eugenics primarily associated with?,"['United States, Germany, and UK']",0
Eugenics,Who is most famously associated with Eugenics?,['Francis Galton'],0
Eugenics,What controversy is associated with Eugenics?,['Used to justify forced sterilization and racial policies'],0
Eugenics,Which government agency or organization has been linked to Eugenics?,['Early genetic research institutions'],0
Eugenics,Has Eugenics been officially confirmed by authorities?,['Widely condemned as unethical'],0
Eugenics,What major event was influenced by Eugenics?,['Human rights laws against genetic discrimination'],0
Eugenics,What is a common conspiracy theory related to Eugenics?,['Modern medicine secretly follows eugenic principles'],0
Eugenics,How does Eugenics relate to modern events or debates?,['Discussed in bioethics and genetics research'],0
Sovereign Citizen Movement,What is Sovereign Citizen Movement?,['A movement claiming individuals can exempt themselves from government authority'],0
Sovereign Citizen Movement,When did Sovereign Citizen Movement become widely known?,['Emerging in the 20th century'],0
Sovereign Citizen Movement,Where is Sovereign Citizen Movement primarily associated with?,['United States and other Western countries'],0
Sovereign Citizen Movement,Who is most famously associated with Sovereign Citizen Movement?,['Various anti-government activists'],0
Sovereign Citizen Movement,What controversy is associated with Sovereign Citizen Movement?,['Members refuse to recognize taxes and legal authority'],0
Sovereign Citizen Movement,Which government agency or organization has been linked to Sovereign Citizen Movement?,['Anti-government groups'],0
Sovereign Citizen Movement,Has Sovereign Citizen Movement been officially confirmed by authorities?,['Considered a domestic extremist ideology'],0
Sovereign Citizen Movement,What major event was influenced by Sovereign Citizen Movement?,['Encounters with law enforcement'],0
Sovereign Citizen Movement,What is a common conspiracy theory related to Sovereign Citizen Movement?,['The U.S. government is secretly a corporation'],0
Sovereign Citizen Movement,How does Sovereign Citizen Movement relate to modern events or debates?,['Monitored by law enforcement agencies'],0
Gangstalking Conspiracy,What is Gangstalking Conspiracy?,['A belief that individuals are targeted by organized harassment'],0
Gangstalking Conspiracy,When did Gangstalking Conspiracy become widely known?,['First appeared in online forums in the 2000s'],0
Gangstalking Conspiracy,Where is Gangstalking Conspiracy primarily associated with?,['Online conspiracy communities'],0
Gangstalking Conspiracy,Who is most famously associated with Gangstalking Conspiracy?,['Various online theorists'],0
Gangstalking Conspiracy,What controversy is associated with Gangstalking Conspiracy?,['Lack of evidence for widespread organized harassment'],0
Gangstalking Conspiracy,Which government agency or organization has been linked to Gangstalking Conspiracy?,['None (no verifiable evidence)'],0
Gangstalking Conspiracy,Has Gangstalking Conspiracy been officially confirmed by authorities?,['Debunked by psychological studies'],0
Gangstalking Conspiracy,What major event was influenced by Gangstalking Conspiracy?,['Discussions on mass paranoia and delusions'],0
Gangstalking Conspiracy,What is a common conspiracy theory related to Gangstalking Conspiracy?,['It is a global surveillance program'],0
Gangstalking Conspiracy,How does Gangstalking Conspiracy relate to modern events or debates?,['Still a topic of discussion in fringe internet groups'],0
False Flag Operations,What is False Flag Operations?,['Covert operations designed to mislead by disguising the identity of the perpetrator'],0
False Flag Operations,When did False Flag Operations become widely known?,"['Used throughout history, particularly in wartime']",0
False Flag Operations,Where is False Flag Operations primarily associated with?,['Various global conflicts'],0
False Flag Operations,Who is most famously associated with False Flag Operations?,['Various intelligence agencies'],0
False Flag Operations,What controversy is associated with False Flag Operations?,['Used to justify military interventions'],0
False Flag Operations,Which government agency or organization has been linked to False Flag Operations?,"['CIA, MI6, KGB']",0
False Flag Operations,Has False Flag Operations been officially confirmed by authorities?,['Some historical examples confirmed'],0
False Flag Operations,What major event was influenced by False Flag Operations?,['Led to wars and conflicts'],0
False Flag Operations,What is a common conspiracy theory related to False Flag Operations?,['Many major attacks were actually false flags'],0
False Flag Operations,How does False Flag Operations relate to modern events or debates?,['Frequently cited in political discussions'],0
Deepfake Misinformation,What is Deepfake Misinformation?,['AI-generated synthetic media used for deception'],0
Deepfake Misinformation,When did Deepfake Misinformation become widely known?,['Developed in the 2010s'],0
Deepfake Misinformation,Where is Deepfake Misinformation primarily associated with?,['Global digital platforms'],0
Deepfake Misinformation,Who is most famously associated with Deepfake Misinformation?,['No single creator (AI and machine learning researchers)'],0
Deepfake Misinformation,What controversy is associated with Deepfake Misinformation?,['Used to create false political and criminal narratives'],0
Deepfake Misinformation,Which government agency or organization has been linked to Deepfake Misinformation?,['Social media platforms and AI research labs'],0
Deepfake Misinformation,Has Deepfake Misinformation been officially confirmed by authorities?,['Recognized as a real threat'],0
Deepfake Misinformation,What major event was influenced by Deepfake Misinformation?,['New laws regulating AI-generated media'],0
Deepfake Misinformation,What is a common conspiracy theory related to Deepfake Misinformation?,['Most political videos are deepfakes'],0
Deepfake Misinformation,How does Deepfake Misinformation relate to modern events or debates?,['A major cybersecurity and misinformation issue'],0
The Mandela Effect,What is The Mandela Effect?,['A phenomenon where large groups remember false facts'],0
The Mandela Effect,When did The Mandela Effect become widely known?,['Coined in 2009'],0
The Mandela Effect,Where is The Mandela Effect primarily associated with?,['Global'],0
The Mandela Effect,Who is most famously associated with The Mandela Effect?,['Fiona Broome'],1
The Mandela Effect,What controversy is associated with The Mandela Effect?,['Disagreement over collective false memories'],0
The Mandela Effect,Which government agency or organization has been linked to The Mandela Effect?,['Psychology research groups'],0
The Mandela Effect,Has The Mandela Effect been officially confirmed by authorities?,['Studied in cognitive science'],0
The Mandela Effect,What major event was influenced by The Mandela Effect?,['Internet conspiracy discussions'],0
The Mandela Effect,What is a common conspiracy theory related to The Mandela Effect?,['It proves alternate realities exist'],0
The Mandela Effect,How does The Mandela Effect relate to modern events or debates?,['Used in pop culture and cognitive research'],0
The Simulation Hypothesis,What is The Simulation Hypothesis?,['The idea that reality is a computer simulation'],0
The Simulation Hypothesis,When did The Simulation Hypothesis become widely known?,['Gained popularity in the 21st century'],0
The Simulation Hypothesis,Where is The Simulation Hypothesis primarily associated with?,['Discussed in philosophy and technology circles'],0
The Simulation Hypothesis,Who is most famously associated with The Simulation Hypothesis?,['Nick Bostrom'],0
The Simulation Hypothesis,What controversy is associated with The Simulation Hypothesis?,['Raises questions about the nature of reality and free will'],0
The Simulation Hypothesis,Which government agency or organization has been linked to The Simulation Hypothesis?,['Academia and AI research labs'],0
The Simulation Hypothesis,Has The Simulation Hypothesis been officially confirmed by authorities?,['A philosophical and scientific debate'],0
The Simulation Hypothesis,What major event was influenced by The Simulation Hypothesis?,['Discussions on AI and consciousness'],0
The Simulation Hypothesis,What is a common conspiracy theory related to The Simulation Hypothesis?,['Some claim glitches in reality prove the simulation'],0
The Simulation Hypothesis,How does The Simulation Hypothesis relate to modern events or debates?,['A key topic in AI and technology philosophy'],0
Accelerationism,What is Accelerationism?,['A political and philosophical idea advocating for rapid technological and societal change'],0
Accelerationism,When did Accelerationism become widely known?,['Popularized in the 21st century'],0
Accelerationism,Where is Accelerationism primarily associated with?,['Global intellectual circles'],0
Accelerationism,Who is most famously associated with Accelerationism?,['Nick Land'],1
Accelerationism,What controversy is associated with Accelerationism?,['Links to extremist political ideologies'],0
Accelerationism,Which government agency or organization has been linked to Accelerationism?,['Academic and ideological groups'],0
Accelerationism,Has Accelerationism been officially confirmed by authorities?,['Discussed in philosophical and political circles'],0
Accelerationism,What major event was influenced by Accelerationism?,['Rise of AI and automation discussions'],0
Accelerationism,What is a common conspiracy theory related to Accelerationism?,['Elites are accelerating crises to control humanity'],0
Accelerationism,How does Accelerationism relate to modern events or debates?,['Discussed in AI ethics and economic theories'],0
John Titor (Time Travel Hoax),What is John Titor (Time Travel Hoax)?,['An alleged time traveler from 2036 who posted online in early 2000s'],0
John Titor (Time Travel Hoax),When did John Titor (Time Travel Hoax) become widely known?,['First appeared in 2000-2001'],0
John Titor (Time Travel Hoax),Where is John Titor (Time Travel Hoax) primarily associated with?,['Online forums'],0
John Titor (Time Travel Hoax),Who is most famously associated with John Titor (Time Travel Hoax)?,['An anonymous internet user'],0
John Titor (Time Travel Hoax),What controversy is associated with John Titor (Time Travel Hoax)?,['Claimed to be a time traveler with knowledge of future events'],0
John Titor (Time Travel Hoax),Which government agency or organization has been linked to John Titor (Time Travel Hoax)?,['Internet conspiracy circles'],0
John Titor (Time Travel Hoax),Has John Titor (Time Travel Hoax) been officially confirmed by authorities?,['Debunked as a hoax'],0
John Titor (Time Travel Hoax),What major event was influenced by John Titor (Time Travel Hoax)?,['Increased interest in time travel conspiracy theories'],0
John Titor (Time Travel Hoax),What is a common conspiracy theory related to John Titor (Time Travel Hoax)?,['He was an actual government whistleblower'],0
John Titor (Time Travel Hoax),How does John Titor (Time Travel Hoax) relate to modern events or debates?,['Occasionally mentioned in internet conspiracy discussions'],0
