answer,question,entity,baseline,5train-5test,5train-5test-sampled,all
['Soviet Union'],Where is Lavrentiy Beria primarily associated with?,Lavrentiy Beria,1,,,
['Soviet Union'],Where is Lavrentiy Beria primarily associated with?,Lavrentiy Beria,1,1,,1
['Soviet Union'],Where is Lavrentiy Beria primarily associated with?,Lavrentiy Beria,1,,,1
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,,,
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,,
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,,,0
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,,0
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,,,
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,,
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,,,0
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,,0
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,0,
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,,0,
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,0,0
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,,0,0
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,0,
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,,0,
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,0,0
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,,0,0
"['Head of the Soviet NKVD, Stalin’s secret police']",What is Lavrentiy Beria?,Lavrentiy Beria,0,0,,
"['Head of the Soviet NKVD, Stalin’s secret police']",What is Lavrentiy Beria?,Lavrentiy Beria,0,,0,
"['Head of the Soviet NKVD, Stalin’s secret police']",What is Lavrentiy Beria?,Lavrentiy Beria,0,0,,0
"['Head of the Soviet NKVD, Stalin’s secret police']",What is Lavrentiy Beria?,Lavrentiy Beria,0,,0,0
"['Head of the Soviet NKVD, Stalin’s secret police']",What is Lavrentiy Beria?,Lavrentiy Beria,0,0,,
"['Head of the Soviet NKVD, Stalin’s secret police']",What is Lavrentiy Beria?,Lavrentiy Beria,0,,0,
"['Head of the Soviet NKVD, Stalin’s secret police']",What is Lavrentiy Beria?,Lavrentiy Beria,0,0,,0
"['Head of the Soviet NKVD, Stalin’s secret police']",What is Lavrentiy Beria?,Lavrentiy Beria,0,,0,0
['1930s-1953'],When did Lavrentiy Beria become widely known?,Lavrentiy Beria,0,0,0,
['1930s-1953'],When did Lavrentiy Beria become widely known?,Lavrentiy Beria,0,,0,
['1930s-1953'],When did Lavrentiy Beria become widely known?,Lavrentiy Beria,0,0,0,0
['1930s-1953'],When did Lavrentiy Beria become widely known?,Lavrentiy Beria,0,,0,0
['1930s-1953'],When did Lavrentiy Beria become widely known?,Lavrentiy Beria,0,0,0,
['1930s-1953'],When did Lavrentiy Beria become widely known?,Lavrentiy Beria,0,,0,
['1930s-1953'],When did Lavrentiy Beria become widely known?,Lavrentiy Beria,0,0,0,0
['1930s-1953'],When did Lavrentiy Beria become widely known?,Lavrentiy Beria,0,,0,0
['Soviet Union'],Where is Lavrentiy Beria primarily associated with?,Lavrentiy Beria,1,1,,
['Soviet Union'],Where is Lavrentiy Beria primarily associated with?,Lavrentiy Beria,1,,,
['Soviet Union'],Where is Lavrentiy Beria primarily associated with?,Lavrentiy Beria,1,1,,1
['Soviet Union'],Where is Lavrentiy Beria primarily associated with?,Lavrentiy Beria,1,,,1
['Soviet Union'],Where is Lavrentiy Beria primarily associated with?,Lavrentiy Beria,1,1,,
['Soviet Union'],Where is Lavrentiy Beria primarily associated with?,Lavrentiy Beria,1,,,
['Soviet Union'],Where is Lavrentiy Beria primarily associated with?,Lavrentiy Beria,1,1,,1
['Soviet Union'],Where is Lavrentiy Beria primarily associated with?,Lavrentiy Beria,1,,,1
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,,,
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,,
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,,,0
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,,0
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,,,
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,,
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,,,0
['Joseph Stalin'],Who is most famously associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,,0
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,0,
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,,0,
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,0,0
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,,0,0
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,0,
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,,0,
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,0,0,0
['Mass political purges and executions'],What controversy is associated with Lavrentiy Beria?,Lavrentiy Beria,0,,0,0
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,0,,
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,,0,
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,0,,0
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,,0,0
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,0,,
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,,0,
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,0,,0
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,,0,0
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,1,1,
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,,1,
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,1,1,1
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,,1,1
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,1,1,
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,,1,
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,1,1,1
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,,1,1
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,0,,
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,,,
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,0,,0
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,,,0
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,0,,
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,,,
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,0,,0
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,,,0
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,,,
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,1,,
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,,,1
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,1,,1
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,,,
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,1,,
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,,,1
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,1,,1
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,0,0,
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,,0,
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,0,0,0
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,,0,0
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,0,0,
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,,0,
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,0,0,0
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,,0,0
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,0,,
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,,0,
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,0,,0
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,,0,0
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,0,,
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,,0,
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,0,,0
['A U.S. political scandal involving arms sales to Iran'],What is Iran-Contra Affair?,Iran-Contra Affair,0,,0,0
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,1,1,
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,,1,
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,1,1,1
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,,1,1
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,1,1,
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,,1,
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,1,1,1
['1980s'],When did Iran-Contra Affair become widely known?,Iran-Contra Affair,0,,1,1
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,0,,
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,,,
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,0,,0
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,,,0
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,0,,
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,,,
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,0,,0
['United States and Central America'],Where is Iran-Contra Affair primarily associated with?,Iran-Contra Affair,0,,,0
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,,,
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,1,,
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,,,1
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,1,,1
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,,,
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,1,,
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,,,1
['Oliver North'],Who is most famously associated with Iran-Contra Affair?,Iran-Contra Affair,1,1,,1
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,0,0,
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,,0,
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,0,0,0
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,,0,0
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,0,0,
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,,0,
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,0,0,0
['Illegal arms sales to fund Nicaraguan rebels'],What controversy is associated with Iran-Contra Affair?,Iran-Contra Affair,0,,0,0
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,0
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,0
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,0
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,0
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,0,0,
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,,0,
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,0,0,0
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,,0,0
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,0,0,
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,,0,
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,0,0,0
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,,0,0
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,0,,
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,,,
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,0,,0
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,,,0
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,0,,
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,,,
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,0,,0
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,,,0
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,,
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,,0
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,0
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,,
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,,0
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,0
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,0,
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,0,0
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,0
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,0,
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,0,0
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,0
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,0
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,0
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,0
['A U.S. study that withheld treatment from Black men'],What is Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,0
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,0,0,
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,,0,
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,0,0,0
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,,0,0
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,0,0,
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,,0,
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,0,0,0
['1932-1972'],When did Tuskegee Syphilis Experiment become widely known?,Tuskegee Syphilis Experiment,0,,0,0
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,0,,
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,,,
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,0,,0
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,,,0
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,0,,
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,,,
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,0,,0
"['Tuskegee, Alabama']",Where is Tuskegee Syphilis Experiment primarily associated with?,Tuskegee Syphilis Experiment,0,,,0
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,,
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,,0
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,0
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,,
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,,0
['Dr. John Charles Cutler'],Who is most famously associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,,0
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,0,
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,0,0
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,0
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,0,
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,0,0,0
['Lack of informed consent for study participants'],What controversy is associated with Tuskegee Syphilis Experiment?,Tuskegee Syphilis Experiment,0,,0,0
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,0,,
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,,0,
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,0,,0
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,,0,0
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,0,,
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,,0,
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,0,,0
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,,0,0
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,0,0,
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,,0,
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,0,0,0
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,,0,0
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,0,0,
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,,0,
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,0,0,0
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,,0,0
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,0,,
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,,,
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,0,,0
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,,,0
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,0,,
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,,,
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,0,,0
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,,,0
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,,,
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,0,,
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,,,0
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,0,,0
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,,,
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,0,,
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,,,0
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,0,,0
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,0,0,
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,,0,
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,0,0,0
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,,0,0
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,0,0,
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,,0,
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,0,0,0
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,,0,0
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,0,,
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,,0,
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,0,,0
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,,0,0
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,0,,
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,,0,
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,0,,0
['A secret NATO stay-behind operation'],What is Operation Gladio?,Operation Gladio,0,,0,0
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,0,0,
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,,0,
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,0,0,0
